Time(d),H2O@,C3AFS0.84H4.32,C3FS0.84H4.32,CSHQ-JenD,CSHQ-JenH,CSHQ-TobD,CSHQ-TobH,KSiOH,NaSiOH,ettr05,Fe-ettr05,monosulf1205,Fe-monosulf05,straet,straet7,ettr,ettr30,C4AH13,monosulf12,tricarboalu03,ettr03_ss,Mg3AlC0.5OH,Mg3FeC0.5OH,M075SH,M15SH,AlOHam,AlOHmic,Gbs,Kln,Gr,C12A7,C2S,C3A,C3S,C4AF,CA,CA2,C2AH7.5,C3AH6,C4AH11,C4AH13,C4AH19,CAH10,monosulf10.5,monosulf14,monosulf16,monosulf9,chabazite,zeoliteP_Ca,straet5.5,monocarb9,hemicarb10.5,hemicarb,hemicarb9,monocarb,ettr13,ettr9,Arg,Cal,C3FH6,C4FH13,C3FS0.84H4.32,C3FS1.34H3.32,Fe-hemicarb,Femonocarb,Dis-Dol,Ord-Dol,Lim,Portlandite,Anh,Gp,hemihydrate,thaumasite,Fe,FeCO3(pr),Sd,Hem,Mag,Fe(OH)3(am),FeOOHmic,Gt,Py,Tro,Melanterite,K2SO4,syngenite,K2O,hydrotalcite,Mgs,Brc,Na2SO4,natrolite,zeoliteX,zeoliteY,Na2O,Sulfur,Qtz,Amor-Sl
0.041145,4.705e-05,0,0,1.4446e-06,8.9783e-07,6.435e-07,3.2134e-08,1.8101e-09,2.0998e-14,0,0,0,0,0,0,4.8848e-07,1.2257e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9775e-06,6.2097e-07,1.7193e-05,3.739e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3339e-06,0,3.0223e-06,0,0,0,0,0,0,0,0,0,1.1767e-08,0,0,0,0,0,0,0,0,3.9601e-08,0,0,0,0,0,0,0,0
0.045259,4.6789e-05,0,0,1.568e-06,9.7449e-07,6.9848e-07,3.4878e-08,2.0463e-09,2.0998e-14,0,0,0,0,0,0,5.4231e-07,1.3608e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9589e-06,6.1596e-07,1.7011e-05,3.7339e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4509e-06,0,3.0058e-06,0,0,0,0,0,0,0,0,0,1.3392e-08,0,0,0,0,0,0,0,0,4.3096e-08,0,0,0,0,0,0,0,0
0.049785,4.6518e-05,0,0,1.6948e-06,1.0532e-06,7.5495e-07,3.7695e-08,2.3014e-09,2.0998e-14,0,0,0,0,0,0,6.0114e-07,1.5084e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9391e-06,6.1059e-07,1.6825e-05,3.7282e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5706e-06,0,2.9874e-06,0,0,0,0,0,0,0,0,0,1.522e-08,0,0,0,0,0,0,0,0,4.6702e-08,0,0,0,0,0,0,0,0
0.054764,4.6238e-05,0,0,1.8247e-06,1.1339e-06,8.1283e-07,4.0584e-08,2.5757e-09,2.0998e-14,0,0,0,0,0,0,6.6436e-07,1.6671e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9178e-06,6.0501e-07,1.6636e-05,3.7218e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6928e-06,0,2.9674e-06,0,0,0,0,0,0,0,0,0,1.7273e-08,0,0,0,0,0,0,0,0,5.0415e-08,0,0,0,0,0,0,0,0
0.06024,4.5949e-05,0,0,1.9577e-06,1.2164e-06,8.7204e-07,4.3537e-08,2.8703e-09,2.0998e-14,0,0,0,0,0,0,7.3198e-07,1.8368e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8951e-06,5.9927e-07,1.6445e-05,3.7146e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8175e-06,0,2.9458e-06,0,0,0,0,0,0,0,0,0,1.9573e-08,0,0,0,0,0,0,0,0,5.4232e-08,0,0,0,0,0,0,0,0
0.066264,4.5651e-05,0,0,2.0934e-06,1.3007e-06,9.3252e-07,4.6553e-08,3.1854e-09,2.0998e-14,0,0,0,0,0,0,8.0428e-07,2.0182e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8708e-06,5.9337e-07,1.625e-05,3.7066e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9443e-06,0,2.9225e-06,0,0,0,0,0,0,0,0,0,2.2146e-08,0,0,0,0,0,0,0,0,5.8152e-08,0,0,0,0,0,0,0,0
0.07289,4.5345e-05,0,0,2.2319e-06,1.3866e-06,9.9418e-07,4.9629e-08,3.5217e-09,2.0998e-14,0,0,0,0,0,0,8.8154e-07,2.2122e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8449e-06,5.8733e-07,1.6053e-05,3.6976e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0731e-06,0,2.8973e-06,0,0,0,0,0,0,0,0,0,2.5019e-08,0,0,0,0,0,0,0,0,6.2172e-08,0,0,0,0,0,0,0,0
0.08018,4.503e-05,0,0,2.3728e-06,1.4741e-06,1.0569e-06,5.2759e-08,3.88e-09,2.0998e-14,0,0,0,0,0,0,9.6408e-07,2.4194e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8173e-06,5.8116e-07,1.5855e-05,3.6876e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2037e-06,0,2.8701e-06,0,0,0,0,0,0,0,0,0,2.8218e-08,0,0,0,0,0,0,0,0,6.6292e-08,0,0,0,0,0,0,0,0
0.088197,4.4707e-05,0,0,2.516e-06,1.563e-06,1.1208e-06,5.5941e-08,4.2608e-09,2.0998e-14,0,0,0,0,0,0,1.0522e-06,2.6406e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7881e-06,5.7487e-07,1.5655e-05,3.6765e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.336e-06,0,2.8407e-06,0,0,0,0,0,0,0,0,0,3.1772e-08,0,0,0,0,0,0,0,0,7.0511e-08,0,0,0,0,0,0,0,0
0.097017,4.4376e-05,0,0,2.6614e-06,1.6532e-06,1.1855e-06,5.917e-08,4.6649e-09,2.0998e-14,0,0,0,0,0,0,1.1462e-06,2.8767e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7571e-06,5.6847e-07,1.5454e-05,3.6642e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4696e-06,0,2.8091e-06,0,0,0,0,0,0,0,0,0,3.5711e-08,0,0,0,0,0,0,0,0,7.4827e-08,0,0,0,0,0,0,0,0
0.10672,4.4036e-05,0,0,2.8084e-06,1.7444e-06,1.251e-06,6.2433e-08,5.0905e-09,2.0998e-14,0,0,0,0,0,0,1.2465e-06,3.1284e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7249e-06,5.6197e-07,1.5251e-05,3.6505e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6045e-06,0,2.7751e-06,0,0,0,0,0,0,0,0,0,4.0065e-08,0,0,0,0,0,0,0,0,7.9237e-08,0,0,0,0,0,0,0,0
0.11739,4.3689e-05,0,0,2.9563e-06,1.8362e-06,1.3169e-06,6.5718e-08,5.5356e-09,2.0998e-14,0,0,0,0,0,0,1.3534e-06,3.3966e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6917e-06,5.5538e-07,1.5049e-05,3.6355e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7402e-06,0,2.7385e-06,0,0,0,0,0,0,0,0,0,4.4863e-08,0,0,0,0,0,0,0,0,8.3735e-08,0,0,0,0,0,0,0,0
0.12913,4.3335e-05,0,0,3.1051e-06,1.9284e-06,1.3831e-06,6.9021e-08,5.9998e-09,2.0998e-14,0,0,0,0,0,0,1.4671e-06,3.6822e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6577e-06,5.4873e-07,1.4846e-05,3.6191e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8765e-06,0,2.6992e-06,0,0,0,0,0,0,0,0,0,5.0134e-08,0,0,0,0,0,0,0,0,8.8321e-08,0,0,0,0,0,0,0,0
0.14204,4.2974e-05,0,0,3.2543e-06,2.021e-06,1.4496e-06,7.2334e-08,6.4828e-09,2.0998e-14,0,0,0,0,0,0,1.588e-06,3.9857e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6231e-06,5.4202e-07,1.4644e-05,3.601e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0134e-06,0,2.6571e-06,0,0,0,0,0,0,0,0,0,5.5907e-08,0,0,0,0,0,0,0,0,9.2994e-08,0,0,0,0,0,0,0,0
0.15625,4.2606e-05,0,0,3.4038e-06,2.1137e-06,1.5162e-06,7.5652e-08,6.9842e-09,2.0998e-14,0,0,0,0,0,0,1.7161e-06,4.3074e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5877e-06,5.3529e-07,1.4442e-05,3.5813e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1505e-06,0,2.6122e-06,0,0,0,0,0,0,0,0,0,6.2208e-08,0,0,0,0,0,0,0,0,9.775e-08,0,0,0,0,0,0,0,0
0.17187,4.2232e-05,0,0,3.5534e-06,2.2065e-06,1.5828e-06,7.8971e-08,7.503e-09,2.0998e-14,0,0,0,0,0,0,1.851e-06,4.6462e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5517e-06,5.2868e-07,1.424e-05,3.5599e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2878e-06,0,2.5645e-06,0,0,0,0,0,0,0,0,0,6.906e-08,0,0,0,0,0,0,0,0,1.0259e-07,0,0,0,0,0,0,0,0
0.18906,4.1853e-05,0,0,3.7028e-06,2.2991e-06,1.6494e-06,8.2286e-08,8.0386e-09,2.0998e-14,0,0,0,0,0,0,1.9931e-06,5.0029e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5153e-06,5.2216e-07,1.404e-05,3.5367e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.425e-06,0,2.514e-06,0,0,0,0,0,0,0,0,0,7.6483e-08,0,0,0,0,0,0,0,0,1.075e-07,0,0,0,0,0,0,0,0
0.20797,4.1467e-05,0,0,3.8517e-06,2.3914e-06,1.7157e-06,8.5592e-08,8.5906e-09,2.0998e-14,0,0,0,0,0,0,2.1426e-06,5.3785e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4784e-06,5.1572e-07,1.3841e-05,3.5116e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.562e-06,0,2.4606e-06,0,0,0,0,0,0,0,0,0,8.4495e-08,0,0,0,0,0,0,0,0,1.1249e-07,0,0,0,0,0,0,0,0
0.22876,4.1076e-05,0,0,4e-06,2.4834e-06,1.7818e-06,8.8882e-08,9.1584e-09,2.0998e-14,0,0,0,0,0,0,2.2999e-06,5.7734e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4412e-06,5.0935e-07,1.3643e-05,3.4847e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6987e-06,0,2.404e-06,0,0,0,0,0,0,0,0,0,9.3106e-08,0,0,0,0,0,0,0,0,1.1756e-07,0,0,0,0,0,0,0,0
0.25164,4.0679e-05,0,0,4.1475e-06,2.5748e-06,1.8475e-06,9.2153e-08,9.7412e-09,2.0998e-14,0,0,0,0,0,0,2.4649e-06,6.1879e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4037e-06,5.0305e-07,1.3448e-05,3.4559e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8347e-06,0,2.3443e-06,0,0,0,0,0,0,0,0,0,1.0232e-07,0,0,0,0,0,0,0,0,1.2269e-07,0,0,0,0,0,0,0,0
0.2768,4.0278e-05,0,0,4.2938e-06,2.6654e-06,1.9127e-06,9.5399e-08,1.0338e-08,2.0998e-14,0,0,0,0,0,0,2.6378e-06,6.6222e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.366e-06,4.968e-07,1.3254e-05,3.4252e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97e-06,0,2.2815e-06,0,0,0,0,0,0,0,0,0,1.1214e-07,0,0,0,0,0,0,0,0,1.2789e-07,0,0,0,0,0,0,0,0
0.30448,3.9872e-05,0,0,4.4389e-06,2.7553e-06,1.9773e-06,9.8616e-08,1.0948e-08,2.0998e-14,0,0,0,0,0,0,2.8185e-06,7.0762e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3282e-06,4.906e-07,1.3063e-05,3.3926e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1044e-06,0,2.2155e-06,0,0,0,0,0,0,0,0,0,1.2256e-07,0,0,0,0,0,0,0,0,1.3315e-07,0,0,0,0,0,0,0,0
0.33493,3.9461e-05,0,0,4.5824e-06,2.8442e-06,2.0412e-06,1.018e-07,1.1571e-08,2.0998e-14,0,0,0,0,0,0,3.0068e-06,7.5491e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2904e-06,4.8446e-07,1.2875e-05,3.3582e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2377e-06,0,2.1465e-06,0,0,0,0,0,0,0,0,0,1.3357e-07,0,0,0,0,0,0,0,0,1.3846e-07,0,0,0,0,0,0,0,0
0.36842,3.9048e-05,0,0,4.7242e-06,2.9321e-06,2.1044e-06,1.0494e-07,1.2205e-08,2.0998e-14,0,0,0,0,0,0,3.2024e-06,8.0404e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2527e-06,4.7836e-07,1.2689e-05,3.322e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3697e-06,0,2.0745e-06,0,0,0,0,0,0,0,0,0,1.4513e-07,0,0,0,0,0,0,0,0,1.4382e-07,0,0,0,0,0,0,0,0
0.40526,3.8633e-05,0,0,4.864e-06,3.0187e-06,2.1667e-06,1.0804e-07,1.2848e-08,2.0998e-14,0,0,0,0,0,0,3.4037e-06,8.5459e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2151e-06,4.7233e-07,1.2506e-05,3.2845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5002e-06,0,2.0002e-06,0,0,0,0,0,0,0,0,0,1.5714e-07,0,0,0,0,0,0,0,0,1.4919e-07,0,0,0,0,0,0,0,0
0.44579,3.8224e-05,0,0,5.0017e-06,3.104e-06,2.228e-06,1.1109e-07,1.3496e-08,2.0998e-14,0,0,0,0,0,0,3.6021e-06,9.0444e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1778e-06,4.6635e-07,1.2326e-05,3.2475e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6284e-06,0,1.9269e-06,0,0,0,0,0,0,0,0,0,1.6897e-07,0,0,0,0,0,0,0,0,1.5448e-07,0,0,0,0,0,0,0,0
0.49037,3.7821e-05,0,0,5.1372e-06,3.1879e-06,2.2884e-06,1.141e-07,1.4147e-08,2.0998e-14,0,0,0,0,0,0,3.7976e-06,9.5357e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1408e-06,4.6043e-07,1.215e-05,3.2111e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7545e-06,0,1.8547e-06,0,0,0,0,0,0,0,0,0,1.8061e-07,0,0,0,0,0,0,0,0,1.5968e-07,0,0,0,0,0,0,0,0
0.53941,3.7425e-05,0,0,5.2705e-06,3.2704e-06,2.3477e-06,1.1705e-07,1.4801e-08,2.0998e-14,0,0,0,0,0,0,3.9902e-06,1.002e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1041e-06,4.5456e-07,1.1977e-05,3.1753e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8783e-06,0,1.7836e-06,0,0,0,0,0,0,0,0,0,1.9206e-07,0,0,0,0,0,0,0,0,1.6479e-07,0,0,0,0,0,0,0,0
0.59335,3.7035e-05,0,0,5.4014e-06,3.3515e-06,2.406e-06,1.1995e-07,1.5457e-08,2.0998e-14,0,0,0,0,0,0,4.1798e-06,1.0496e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0677e-06,4.4874e-07,1.1808e-05,3.1401e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9998e-06,0,1.7136e-06,0,0,0,0,0,0,0,0,0,2.0332e-07,0,0,0,0,0,0,0,0,1.6981e-07,0,0,0,0,0,0,0,0
0.65268,3.6653e-05,0,0,5.53e-06,3.4311e-06,2.4633e-06,1.228e-07,1.6113e-08,2.0998e-14,0,0,0,0,0,0,4.3663e-06,1.0965e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0318e-06,4.4298e-07,1.1642e-05,3.1055e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1189e-06,0,1.6446e-06,0,0,0,0,0,0,0,0,0,2.1437e-07,0,0,0,0,0,0,0,0,1.7474e-07,0,0,0,0,0,0,0,0
0.71795,3.6277e-05,0,0,5.6561e-06,3.5092e-06,2.5195e-06,1.256e-07,1.6769e-08,2.0998e-14,0,0,0,0,0,0,4.5497e-06,1.1426e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9964e-06,4.3728e-07,1.1479e-05,3.0716e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2356e-06,0,1.5769e-06,0,0,0,0,0,0,0,0,0,2.2522e-07,0,0,0,0,0,0,0,0,1.7957e-07,0,0,0,0,0,0,0,0
0.78975,3.5909e-05,0,0,5.7797e-06,3.5857e-06,2.5746e-06,1.2834e-07,1.7424e-08,2.0998e-14,0,0,0,0,0,0,4.73e-06,1.1879e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9614e-06,4.3163e-07,1.132e-05,3.0383e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3499e-06,0,1.5103e-06,0,0,0,0,0,0,0,0,0,2.3587e-07,0,0,0,0,0,0,0,0,1.8431e-07,0,0,0,0,0,0,0,0
0.86872,3.5548e-05,0,0,5.9008e-06,3.6606e-06,2.6285e-06,1.3102e-07,1.8077e-08,2.0998e-14,0,0,0,0,0,0,4.907e-06,1.2324e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.927e-06,4.2604e-07,1.1164e-05,3.0057e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4618e-06,0,1.4448e-06,0,0,0,0,0,0,0,0,0,2.463e-07,0,0,0,0,0,0,0,0,1.8895e-07,0,0,0,0,0,0,0,0
0.95559,3.5194e-05,0,0,6.0192e-06,3.734e-06,2.6813e-06,1.3364e-07,1.8726e-08,2.0998e-14,0,0,0,0,0,0,5.0806e-06,1.276e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8931e-06,4.2052e-07,1.1012e-05,2.9737e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5711e-06,0,1.3806e-06,0,0,0,0,0,0,0,0,0,2.5652e-07,0,0,0,0,0,0,0,0,1.9349e-07,0,0,0,0,0,0,0,0
1.0512,3.4848e-05,0,0,6.135e-06,3.8056e-06,2.7328e-06,1.3621e-07,1.9371e-08,2.0998e-14,0,0,0,0,0,0,5.2509e-06,1.3189e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8598e-06,4.1506e-07,1.0864e-05,2.9425e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6779e-06,0,1.3177e-06,0,0,0,0,0,0,0,0,0,2.6652e-07,0,0,0,0,0,0,0,0,1.9792e-07,0,0,0,0,0,0,0,0
1.1563,3.4509e-05,0,0,6.2481e-06,3.8756e-06,2.7832e-06,1.3871e-07,2.0011e-08,2.0998e-14,0,0,0,0,0,0,5.4176e-06,1.3608e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8271e-06,4.0968e-07,1.0719e-05,2.9119e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7821e-06,0,1.256e-06,0,0,0,0,0,0,0,0,0,2.7629e-07,0,0,0,0,0,0,0,0,2.0226e-07,0,0,0,0,0,0,0,0
1.2719,3.4179e-05,0,0,6.3585e-06,3.9439e-06,2.8324e-06,1.4116e-07,2.0644e-08,2.0998e-14,0,0,0,0,0,0,5.5801e-06,1.4016e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7951e-06,4.0436e-07,1.0578e-05,2.8822e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8836e-06,0,1.1959e-06,0,0,0,0,0,0,0,0,0,2.8578e-07,0,0,0,0,0,0,0,0,2.0648e-07,0,0,0,0,0,0,0,0
1.3991,3.3858e-05,0,0,6.4661e-06,4.0105e-06,2.8803e-06,1.4354e-07,2.127e-08,2.0998e-14,0,0,0,0,0,0,5.7383e-06,1.4414e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7638e-06,3.9912e-07,1.0441e-05,2.8534e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9825e-06,0,1.1374e-06,0,0,0,0,0,0,0,0,0,2.95e-07,0,0,0,0,0,0,0,0,2.1058e-07,0,0,0,0,0,0,0,0
1.539,3.3545e-05,0,0,6.5708e-06,4.0753e-06,2.927e-06,1.4586e-07,2.1889e-08,2.0998e-14,0,0,0,0,0,0,5.8925e-06,1.4802e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7332e-06,3.9396e-07,1.0308e-05,2.8254e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0787e-06,0,1.0803e-06,0,0,0,0,0,0,0,0,0,3.0395e-07,0,0,0,0,0,0,0,0,2.1458e-07,0,0,0,0,0,0,0,0
1.6929,3.324e-05,0,0,6.6728e-06,4.1384e-06,2.9724e-06,1.4812e-07,2.2498e-08,2.0998e-14,0,0,0,0,0,0,6.0428e-06,1.518e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7032e-06,3.8889e-07,1.0178e-05,2.7982e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1723e-06,0,1.0248e-06,0,0,0,0,0,0,0,0,0,3.1265e-07,0,0,0,0,0,0,0,0,2.1846e-07,0,0,0,0,0,0,0,0
1.8622,3.2943e-05,0,0,6.7719e-06,4.1997e-06,3.0165e-06,1.5031e-07,2.3098e-08,2.0998e-14,0,0,0,0,0,0,6.1893e-06,1.5548e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.674e-06,3.8389e-07,1.0052e-05,2.7717e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2632e-06,0,9.7062e-07,0,0,0,0,0,0,0,0,0,3.2112e-07,0,0,0,0,0,0,0,0,2.2224e-07,0,0,0,0,0,0,0,0
