Time(d),H2O@,C3AFS0.84H4.32,C3FS0.84H4.32,CSHQ-JenD,CSHQ-JenH,CSHQ-TobD,CSHQ-TobH,KSiOH,NaSiOH,ettr05,Fe-ettr05,monosulf1205,Fe-monosulf05,straet,straet7,ettr,ettr30,C4AH13,monosulf12,tricarboalu03,ettr03_ss,Mg3AlC0.5OH,Mg3FeC0.5OH,M075SH,M15SH,AlOHam,AlOHmic,Gbs,Kln,Gr,C12A7,C2S,C3A,C3S,C4AF,CA,CA2,C2AH7.5,C3AH6,C4AH11,C4AH13,C4AH19,CAH10,monosulf10.5,monosulf14,monosulf16,monosulf9,chabazite,zeoliteP_Ca,straet5.5,monocarb9,hemicarb10.5,hemicarb,hemicarb9,monocarb,ettr13,ettr9,Arg,Cal,C3FH6,C4FH13,C3FS0.84H4.32,C3FS1.34H3.32,Fe-hemicarb,Femonocarb,Dis-Dol,Ord-Dol,Lim,Portlandite,Anh,Gp,hemihydrate,thaumasite,Fe,FeCO3(pr),Sd,Hem,Mag,Fe(OH)3(am),FeOOHmic,Gt,Py,Tro,Melanterite,K2SO4,syngenite,K2O,hydrotalcite,Mgs,Brc,Na2SO4,natrolite,zeoliteX,zeoliteY,Na2O,Sulfur,Qtz,Amor-Sl
2.0484,3.2654e-05,0,0,6.8682e-06,4.2592e-06,3.0594e-06,1.5244e-07,2.3688e-08,2.0998e-14,0,0,0,0,0,0,6.3321e-06,1.5908e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6456e-06,3.7899e-07,9.9298e-06,2.746e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3514e-06,0,9.178e-07,0,0,0,0,0,0,0,0,0,3.2935e-07,0,0,0,0,0,0,0,0,2.2591e-07,0,0,0,0,0,0,0,0
2.2532,3.2374e-05,0,0,6.9616e-06,4.317e-06,3.101e-06,1.5451e-07,2.4268e-08,2.0998e-14,0,0,0,0,0,0,6.4712e-06,1.6258e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6179e-06,3.7418e-07,9.8113e-06,2.7209e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.437e-06,0,8.663e-07,0,0,0,0,0,0,0,0,0,3.3736e-07,0,0,0,0,0,0,0,0,2.2948e-07,0,0,0,0,0,0,0,0
2.4786,3.2102e-05,0,0,7.0521e-06,4.373e-06,3.1413e-06,1.5651e-07,2.4836e-08,2.0998e-14,0,0,0,0,0,0,6.6067e-06,1.6599e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5909e-06,3.6947e-07,9.6967e-06,2.6966e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5199e-06,0,8.1613e-07,0,0,0,0,0,0,0,0,0,3.4515e-07,0,0,0,0,0,0,0,0,2.3294e-07,0,0,0,0,0,0,0,0
2.7264,3.1838e-05,0,0,7.1397e-06,4.4271e-06,3.1803e-06,1.5845e-07,2.5392e-08,2.0998e-14,0,0,0,0,0,0,6.7384e-06,1.693e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5648e-06,3.649e-07,9.5857e-06,2.6729e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6001e-06,0,7.6737e-07,0,0,0,0,0,0,0,0,0,3.5272e-07,0,0,0,0,0,0,0,0,2.3629e-07,0,0,0,0,0,0,0,0
3,3.1581e-05,0,0,7.2247e-06,4.4797e-06,3.2182e-06,1.6033e-07,2.5937e-08,2.0998e-14,0,0,0,0,0,0,6.8666e-06,1.7253e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5393e-06,3.6047e-07,9.4782e-06,2.6498e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6779e-06,0,7.1989e-07,0,0,0,0,0,0,0,0,0,3.601e-07,0,0,0,0,0,0,0,0,2.3955e-07,0,0,0,0,0,0,0,0
3.3,3.1334e-05,0,0,7.3065e-06,4.5303e-06,3.2547e-06,1.6215e-07,2.6467e-08,2.0998e-14,0,0,0,0,0,0,6.9905e-06,1.7564e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5148e-06,3.5621e-07,9.3748e-06,2.6275e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7528e-06,0,6.7402e-07,0,0,0,0,0,0,0,0,0,3.6724e-07,0,0,0,0,0,0,0,0,2.4269e-07,0,0,0,0,0,0,0,0
3.63,3.1095e-05,0,0,7.3855e-06,4.5792e-06,3.2899e-06,1.6389e-07,2.6984e-08,2.0998e-14,0,0,0,0,0,0,7.1105e-06,1.7866e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.491e-06,3.5211e-07,9.275e-06,2.6058e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8252e-06,0,6.2956e-07,0,0,0,0,0,0,0,0,0,3.7417e-07,0,0,0,0,0,0,0,0,2.4572e-07,0,0,0,0,0,0,0,0
3.993,3.0864e-05,0,0,7.4617e-06,4.6263e-06,3.3238e-06,1.6558e-07,2.7487e-08,2.0998e-14,0,0,0,0,0,0,7.2266e-06,1.8158e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.468e-06,3.4817e-07,9.1789e-06,2.5848e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8949e-06,0,5.865e-07,0,0,0,0,0,0,0,0,0,3.8089e-07,0,0,0,0,0,0,0,0,2.4866e-07,0,0,0,0,0,0,0,0
4.3923,3.0641e-05,0,0,7.5351e-06,4.6717e-06,3.3565e-06,1.672e-07,2.7975e-08,2.0998e-14,0,0,0,0,0,0,7.3391e-06,1.8441e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4459e-06,3.4437e-07,9.0864e-06,2.5645e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.962e-06,0,5.4482e-07,0,0,0,0,0,0,0,0,0,3.8741e-07,0,0,0,0,0,0,0,0,2.5149e-07,0,0,0,0,0,0,0,0
4.8315,3.0426e-05,0,0,7.6057e-06,4.7153e-06,3.3879e-06,1.6877e-07,2.8449e-08,2.0998e-14,0,0,0,0,0,0,7.4476e-06,1.8714e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4245e-06,3.4072e-07,8.9975e-06,2.5448e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0266e-06,0,5.046e-07,0,0,0,0,0,0,0,0,0,3.937e-07,0,0,0,0,0,0,0,0,2.5422e-07,0,0,0,0,0,0,0,0
5.3147,3.0219e-05,0,0,7.6736e-06,4.7573e-06,3.4182e-06,1.7027e-07,2.8909e-08,2.0998e-14,0,0,0,0,0,0,7.552e-06,1.8977e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4039e-06,3.3722e-07,8.912e-06,2.5258e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0888e-06,0,4.6588e-07,0,0,0,0,0,0,0,0,0,3.9976e-07,0,0,0,0,0,0,0,0,2.5684e-07,0,0,0,0,0,0,0,0
5.8461,3.0021e-05,0,0,7.7389e-06,4.7976e-06,3.4473e-06,1.7171e-07,2.9354e-08,2.0998e-14,0,0,0,0,0,0,7.6524e-06,1.923e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.384e-06,3.3386e-07,8.8299e-06,2.5076e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1484e-06,0,4.2865e-07,0,0,0,0,0,0,0,0,0,4.0559e-07,0,0,0,0,0,0,0,0,2.5936e-07,0,0,0,0,0,0,0,0
6.4308,2.983e-05,0,0,7.8015e-06,4.8364e-06,3.4752e-06,1.731e-07,2.9784e-08,2.0998e-14,0,0,0,0,0,0,7.7489e-06,1.9473e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3649e-06,3.3063e-07,8.7511e-06,2.49e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2057e-06,0,3.9286e-07,0,0,0,0,0,0,0,0,0,4.112e-07,0,0,0,0,0,0,0,0,2.6178e-07,0,0,0,0,0,0,0,0
7,2.9668e-05,0,0,7.8548e-06,4.8693e-06,3.4989e-06,1.7428e-07,3.0148e-08,2.0998e-14,0,0,0,0,0,0,7.831e-06,1.9679e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3486e-06,3.279e-07,8.6843e-06,2.4751e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2544e-06,0,3.6243e-07,0,0,0,0,0,0,0,0,0,4.1598e-07,0,0,0,0,0,0,0,0,2.6384e-07,0,0,0,0,0,0,0,0
7.7,2.9491e-05,0,0,7.9127e-06,4.9051e-06,3.5247e-06,1.7556e-07,3.0554e-08,2.0998e-14,0,0,0,0,0,0,7.9205e-06,1.9905e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3309e-06,3.2492e-07,8.6114e-06,2.4588e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3074e-06,0,3.2924e-07,0,0,0,0,0,0,0,0,0,4.2118e-07,0,0,0,0,0,0,0,0,2.6609e-07,0,0,0,0,0,0,0,0
8.47,2.9321e-05,0,0,7.9683e-06,4.9395e-06,3.5495e-06,1.7679e-07,3.0943e-08,2.0998e-14,0,0,0,0,0,0,8.0063e-06,2.0121e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3139e-06,3.2207e-07,8.5417e-06,2.4432e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3582e-06,0,2.974e-07,0,0,0,0,0,0,0,0,0,4.2618e-07,0,0,0,0,0,0,0,0,2.6824e-07,0,0,0,0,0,0,0,0
9.317,2.9159e-05,0,0,8.0216e-06,4.9724e-06,3.5732e-06,1.7797e-07,3.1317e-08,2.0998e-14,0,0,0,0,0,0,8.0887e-06,2.0328e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2975e-06,3.1934e-07,8.4748e-06,2.4282e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4069e-06,0,2.6687e-07,0,0,0,0,0,0,0,0,0,4.3097e-07,0,0,0,0,0,0,0,0,2.703e-07,0,0,0,0,0,0,0,0
10.249,2.9003e-05,0,0,8.0726e-06,5.004e-06,3.5959e-06,1.791e-07,3.1678e-08,2.0998e-14,0,0,0,0,0,0,8.1676e-06,2.0527e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2818e-06,3.1673e-07,8.4109e-06,2.4139e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4535e-06,0,2.3761e-07,0,0,0,0,0,0,0,0,0,4.3557e-07,0,0,0,0,0,0,0,0,2.7228e-07,0,0,0,0,0,0,0,0
11.274,2.8854e-05,0,0,8.1214e-06,5.0341e-06,3.6177e-06,1.8018e-07,3.2025e-08,2.0998e-14,0,0,0,0,0,0,8.2431e-06,2.0717e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2668e-06,3.1424e-07,8.3497e-06,2.4001e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.498e-06,0,2.0958e-07,0,0,0,0,0,0,0,0,0,4.3998e-07,0,0,0,0,0,0,0,0,2.7417e-07,0,0,0,0,0,0,0,0
12.401,2.8712e-05,0,0,8.1681e-06,5.063e-06,3.6385e-06,1.8121e-07,3.2358e-08,2.0998e-14,0,0,0,0,0,0,8.3154e-06,2.0899e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2524e-06,3.1185e-07,8.2913e-06,2.3869e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5406e-06,0,1.8277e-07,0,0,0,0,0,0,0,0,0,4.4419e-07,0,0,0,0,0,0,0,0,2.7597e-07,0,0,0,0,0,0,0,0
14,2.8537e-05,0,0,8.2255e-06,5.0984e-06,3.664e-06,1.8248e-07,3.2777e-08,2.0998e-14,0,0,0,0,0,0,8.4045e-06,2.1123e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2347e-06,3.0892e-07,8.2194e-06,2.3706e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.593e-06,0,1.4973e-07,0,0,0,0,0,0,0,0,0,4.4939e-07,0,0,0,0,0,0,0,0,2.782e-07,0,0,0,0,0,0,0,0
15.4,2.8409e-05,0,0,8.2672e-06,5.1242e-06,3.6826e-06,1.834e-07,3.3071e-08,2.0998e-14,0,0,0,0,0,0,8.4693e-06,2.1286e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2218e-06,3.068e-07,8.1672e-06,2.3588e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6311e-06,0,1.2571e-07,0,0,0,0,0,0,0,0,0,4.5317e-07,0,0,0,0,0,0,0,0,2.7982e-07,0,0,0,0,0,0,0,0
16.94,2.8288e-05,0,0,8.307e-06,5.1488e-06,3.7003e-06,1.8428e-07,3.3359e-08,2.0998e-14,0,0,0,0,0,0,8.5311e-06,2.1442e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2095e-06,3.0477e-07,8.1175e-06,2.3475e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6674e-06,0,1.028e-07,0,0,0,0,0,0,0,0,0,4.5678e-07,0,0,0,0,0,0,0,0,2.8136e-07,0,0,0,0,0,0,0,0
18.634,2.8172e-05,0,0,8.3448e-06,5.1722e-06,3.7172e-06,1.8512e-07,3.3634e-08,2.0998e-14,0,0,0,0,0,0,8.5899e-06,2.159e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1977e-06,3.0285e-07,8.0702e-06,2.3368e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7019e-06,0,8.0991e-08,0,0,0,0,0,0,0,0,0,4.6022e-07,0,0,0,0,0,0,0,0,2.8283e-07,0,0,0,0,0,0,0,0
20.497,2.8062e-05,0,0,8.3807e-06,5.1944e-06,3.7332e-06,1.8591e-07,3.3896e-08,2.0998e-14,0,0,0,0,0,0,8.6457e-06,2.1731e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1866e-06,3.0102e-07,8.0254e-06,2.3266e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7346e-06,0,6.0267e-08,0,0,0,0,0,0,0,0,0,4.6348e-07,0,0,0,0,0,0,0,0,2.8422e-07,0,0,0,0,0,0,0,0
22.547,2.7958e-05,0,0,8.4148e-06,5.2154e-06,3.7483e-06,1.8667e-07,3.4146e-08,2.0998e-14,0,0,0,0,0,0,8.6988e-06,2.1864e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.176e-06,2.9929e-07,7.9828e-06,2.3169e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7657e-06,0,4.0595e-08,0,0,0,0,0,0,0,0,0,4.6658e-07,0,0,0,0,0,0,0,0,2.8554e-07,0,0,0,0,0,0,0,0
24.802,2.7859e-05,0,0,8.4471e-06,5.2354e-06,3.7627e-06,1.8738e-07,3.4383e-08,2.0998e-14,0,0,0,0,0,0,8.7491e-06,2.1991e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.166e-06,2.9765e-07,7.9425e-06,2.3077e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7952e-06,0,2.1922e-08,0,0,0,0,0,0,0,0,0,4.6953e-07,0,0,0,0,0,0,0,0,2.868e-07,0,0,0,0,0,0,0,0
28,2.7738e-05,0,0,8.4866e-06,5.2597e-06,3.7803e-06,1.8825e-07,3.4749e-08,2.0998e-14,0,0,0,0,0,0,8.8108e-06,2.2146e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1536e-06,2.9564e-07,7.8932e-06,2.2964e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8311e-06,0,0,0,0,0,0,0,0,0,0,0,4.7313e-07,0,0,0,0,0,0,0,0,2.8833e-07,0,0,0,0,0,0,0,0
30,2.7669e-05,0,0,8.5069e-06,5.2714e-06,3.7894e-06,1.8867e-07,3.5827e-08,2.0998e-14,0,0,0,0,0,0,8.8429e-06,2.2223e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1473e-06,2.9461e-07,7.8677e-06,2.2906e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8486e-06,0,0,0,0,0,0,0,0,0,0,0,4.75e-07,0,0,0,0,0,0,0,0,2.8912e-07,0,0,0,0,0,0,0,0
32,2.7607e-05,0,0,8.5254e-06,5.2819e-06,3.7976e-06,1.8904e-07,3.6922e-08,2.0998e-14,0,0,0,0,0,0,8.8723e-06,2.2294e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1415e-06,2.9366e-07,7.8444e-06,2.2852e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8643e-06,0,0,0,0,0,0,0,0,0,0,0,4.767e-07,0,0,0,0,0,0,0,0,2.8985e-07,0,0,0,0,0,0,0,0
34,2.755e-05,0,0,8.5423e-06,5.2915e-06,3.8052e-06,1.8939e-07,3.8014e-08,2.0998e-14,0,0,0,0,0,0,8.8991e-06,2.2359e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1361e-06,2.928e-07,7.8232e-06,2.2804e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8786e-06,0,0,0,0,0,0,0,0,0,0,0,4.7826e-07,0,0,0,0,0,0,0,0,2.9051e-07,0,0,0,0,0,0,0,0
36,2.75e-05,0,0,8.5579e-06,5.3003e-06,3.8121e-06,1.897e-07,3.8956e-08,2.0998e-14,0,0,0,0,0,0,8.9205e-06,2.2411e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1312e-06,2.92e-07,7.8036e-06,2.2759e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8922e-06,0,0,0,0,0,0,0,0,0,0,0,4.797e-07,0,0,0,0,0,0,1.2565e-09,0,2.9056e-07,0,0,0,0,0,0,0,0
38,2.7467e-05,0,0,8.5724e-06,5.3093e-06,3.8185e-06,1.9003e-07,3.9072e-08,2.0998e-14,0,0,0,0,0,0,8.9219e-06,2.2415e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1267e-06,2.9127e-07,7.7855e-06,2.2717e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9092e-06,0,0,0,0,0,0,0,0,0,0,0,4.8103e-07,0,0,0,0,0,0,9.5444e-09,0,2.8741e-07,0,0,0,0,0,0,0,0
40,2.7435e-05,0,0,8.5862e-06,5.3178e-06,3.8247e-06,1.9033e-07,3.9181e-08,2.0998e-14,0,0,0,0,0,0,8.9233e-06,2.2418e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1224e-06,2.9057e-07,7.7684e-06,2.2678e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9253e-06,0,0,0,0,0,0,0,0,0,0,0,4.8229e-07,0,0,0,0,0,0,1.7409e-08,0,2.8443e-07,0,0,0,0,0,0,0,0
42,2.7405e-05,0,0,8.5992e-06,5.3259e-06,3.8305e-06,1.9062e-07,3.9286e-08,2.0998e-14,0,0,0,0,0,0,8.9245e-06,2.2422e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1183e-06,2.8991e-07,7.752e-06,2.264e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9406e-06,0,0,0,0,0,0,0,0,0,0,0,4.8349e-07,0,0,0,0,0,0,2.4885e-08,0,2.8159e-07,0,0,0,0,0,0,0,0
44,2.7377e-05,0,0,8.6117e-06,5.3336e-06,3.8361e-06,1.9089e-07,3.9385e-08,2.0998e-14,0,0,0,0,0,0,8.9258e-06,2.2425e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1144e-06,2.8928e-07,7.7365e-06,2.2605e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9551e-06,0,0,0,0,0,0,0,0,0,0,0,4.8463e-07,0,0,0,0,0,0,3.2007e-08,0,2.7889e-07,0,0,0,0,0,0,0,0
46,2.735e-05,0,0,8.6236e-06,5.3409e-06,3.8414e-06,1.9116e-07,3.948e-08,2.0998e-14,0,0,0,0,0,0,8.9269e-06,2.2428e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1107e-06,2.8868e-07,7.7217e-06,2.257e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.969e-06,0,0,0,0,0,0,0,0,0,0,0,4.8572e-07,0,0,0,0,0,0,3.8802e-08,0,2.7631e-07,0,0,0,0,0,0,0,0
48,2.7324e-05,0,0,8.6349e-06,5.3479e-06,3.8464e-06,1.9141e-07,3.9571e-08,2.0998e-14,0,0,0,0,0,0,8.928e-06,2.243e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1071e-06,2.881e-07,7.7076e-06,2.2538e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9823e-06,0,0,0,0,0,0,0,0,0,0,0,4.8676e-07,0,0,0,0,0,0,4.5294e-08,0,2.7385e-07,0,0,0,0,0,0,0,0
50,2.7299e-05,0,0,8.6458e-06,5.3546e-06,3.8513e-06,1.9165e-07,3.9658e-08,2.0998e-14,0,0,0,0,0,0,8.9291e-06,2.2433e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1037e-06,2.8755e-07,7.694e-06,2.2507e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.995e-06,0,0,0,0,0,0,0,0,0,0,0,4.8776e-07,0,0,0,0,0,0,5.1506e-08,0,2.7149e-07,0,0,0,0,0,0,0,0
52,2.7275e-05,0,0,8.6562e-06,5.361e-06,3.8559e-06,1.9188e-07,3.9742e-08,2.0998e-14,0,0,0,0,0,0,8.9301e-06,2.2436e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1005e-06,2.8703e-07,7.6811e-06,2.2477e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0071e-06,0,0,0,0,0,0,0,0,0,0,0,4.8871e-07,0,0,0,0,0,0,5.7459e-08,0,2.6924e-07,0,0,0,0,0,0,0,0
54,2.7252e-05,0,0,8.6662e-06,5.3672e-06,3.8603e-06,1.921e-07,3.9822e-08,2.0998e-14,0,0,0,0,0,0,8.9311e-06,2.2438e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0973e-06,2.8652e-07,7.6686e-06,2.2448e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0188e-06,0,0,0,0,0,0,0,0,0,0,0,4.8963e-07,0,0,0,0,0,0,6.317e-08,0,2.6707e-07,0,0,0,0,0,0,0,0
56,2.723e-05,0,0,8.6758e-06,5.3731e-06,3.8646e-06,1.9231e-07,3.9899e-08,2.0998e-14,0,0,0,0,0,0,8.932e-06,2.2441e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0943e-06,2.8604e-07,7.6567e-06,2.2421e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03e-06,0,0,0,0,0,0,0,0,0,0,0,4.9051e-07,0,0,0,0,0,0,6.8655e-08,0,2.6499e-07,0,0,0,0,0,0,0,0
