Time(d),Al(SO4)+,Al(SO4)2-,Al+3,AlO+,AlO2-,AlO2H@,AlOH+2,AlHSiO3+2,AlSiO5-3,Ca(CO3)@,Ca(HCO3)+,Ca(SO4)@,Ca+2,CaOH+,Ca(HSiO3)+,CaSiO3@,Fe(CO3)@,Fe(HCO3)+,Fe(HSO4)+,Fe(SO4)@,Fe+2,FeOH+,Fe(HSO4)+2,Fe(SO4)+,Fe(SO4)2-,Fe+3,Fe2(OH)2+4,Fe3(OH)4+5,FeO+,FeO2-,FeO2H@,FeOH+2,FeHSiO3+2,K(SO4)-,K+,KOH@,Mg(CO3)@,Mg(HCO3)+,Mg+2,MgOH+,MgSO4@,Mg(HSiO3)+,MgSiO3@,Na(CO3)-,Na(HCO3)@,Na(SO4)-,Na+,NaOH@,HSiO3-,Si4O10-4,SiO2@,SiO3-2,CO2@,CO3-2,HCO3-,CH4@,H2@,N2@,O2@,S2O3-2,HSO3-,SO3-2,HSO4-,SO4-2,H2S@,HS-,S-2,OH-,H+,H2O@
0.001,3.316e-30,1.5715e-30,3.3551e-31,2.9003e-19,2.0066e-08,1.2453e-13,6.2699e-25,1.4892e-28,1.977e-13,1.6577e-08,8.0804e-12,0.0051705,0.011509,0.00039642,3.9513e-06,0.00013736,1.2657e-19,3.8027e-23,6.146e-26,2.7656e-15,6.8509e-15,4.5355e-13,0,0,0,0,0,0,7.1345e-19,1.084e-11,2.7196e-14,1.075e-26,8.7054e-31,3.2986e-06,9.8613e-05,1.009e-07,5.1104e-13,4.5154e-16,6.8548e-07,5.2836e-07,3.6996e-07,4.8014e-10,1.0534e-07,3.0995e-16,4.5695e-19,2.4593e-10,1.0318e-08,2.0243e-11,4.5024e-05,3.8503e-14,6.6527e-07,1.3585e-06,5.8904e-16,3.3667e-09,1.1297e-10,1.4888e-21,1.3032e-10,1.0033e-08,0,3.108e-17,1.7721e-17,6.7474e-13,1.5373e-12,0.0096856,1.3941e-12,6.2673e-08,4.0208e-15,0.0040968,3.2006e-12,0.99944
0.0011,2.4596e-30,1.1588e-30,2.5098e-31,2.495e-19,1.929e-08,1.1498e-13,5.0298e-25,1.0126e-28,1.9228e-13,1.6859e-08,6.7568e-12,0.0051702,0.011595,0.00042835,3.6203e-06,0.00013508,9.8877e-20,2.7679e-23,4.9842e-26,2.4073e-15,6.0079e-15,4.2661e-13,0,0,0,0,0,0,6.6467e-19,1.1644e-11,2.7194e-14,9.3391e-27,6.4127e-31,3.5867e-06,0.00010786,1.1845e-07,4.4317e-13,3.6483e-16,6.6738e-07,5.5176e-07,3.5754e-07,4.2502e-10,1.0008e-07,2.5804e-16,3.5413e-19,2.2819e-10,9.63e-09,2.0279e-11,4.1008e-05,2.6602e-14,5.6406e-07,1.3304e-06,4.5579e-16,3.1053e-09,9.3988e-11,1.2438e-21,1.3283e-10,1.0033e-08,0,2.881e-17,1.673e-17,6.8483e-13,1.4238e-12,0.0096425,1.2977e-12,6.2671e-08,4.323e-15,0.0043995,2.9813e-12,0.99943
0.00121,1.6529e-30,7.7133e-31,1.7097e-31,2.085e-19,1.945e-08,1.0657e-13,3.7951e-25,5.9649e-29,1.9141e-13,1.6582e-08,6.9343e-12,0.0051699,0.011735,0.00048022,3.1677e-06,0.00013108,9.1782e-20,2.3166e-23,3.6646e-26,1.963e-15,4.958e-15,3.9002e-13,0,0,0,0,0,0,5.9923e-19,1.2929e-11,2.719e-14,7.6021e-27,4.0743e-31,3.9131e-06,0.00011881,1.4469e-07,4.18e-13,3.1026e-16,7.2238e-07,6.4921e-07,3.4186e-07,3.0828e-10,8.3867e-08,2.6297e-16,3.2494e-19,2.0422e-10,8.7007e-09,2.032e-11,3.5542e-05,1.5164e-14,4.402e-07,1.2823e-06,4.1721e-16,3.3816e-09,9.5417e-11,1.2731e-21,1.3658e-10,1.0033e-08,0,2.5729e-17,1.5363e-17,6.9927e-13,1.2714e-12,0.0095733,1.1668e-12,6.2585e-08,4.8005e-15,0.0048848,2.6871e-12,0.99942
0.001331,1.0163e-30,4.6604e-31,1.0793e-31,1.854e-19,2.5074e-08,1.1276e-13,2.8436e-25,2.9078e-29,2.2565e-13,1.6416e-08,6.3563e-12,0.0051688,0.012009,0.00058356,2.5041e-06,0.00012331,7.089e-20,1.5036e-23,2.1798e-26,1.3895e-15,3.5922e-15,3.3556e-13,0,0,0,0,0,0,5.0346e-19,1.5425e-11,2.7185e-14,5.3817e-27,1.8762e-31,4.2608e-06,0.00013178,1.9097e-07,3.0621e-13,1.91e-16,3.8445e-07,4.1825e-07,1.9889e-07,1.6364e-10,5.0855e-08,2.434e-16,2.5206e-19,1.7325e-10,7.5181e-09,2.0896e-11,2.7581e-05,5.5937e-15,2.8628e-07,1.1907e-06,3.1467e-16,3.5586e-09,8.5796e-11,1.1613e-21,1.432e-10,1.0034e-08,0,2.1235e-17,1.3288e-17,7.2353e-13,1.0487e-12,0.0094407,9.7552e-13,6.2443e-08,5.7307e-15,0.0058223,2.2563e-12,0.9994
0.0014641,2.6865e-31,1.1985e-31,2.9644e-32,7.6713e-20,1.5827e-08,5.7468e-14,9.5815e-26,5.7096e-30,1.2851e-13,1.649e-08,5.181e-12,0.0051673,0.01242,0.00074127,1.8511e-06,0.00011231,4.6778e-20,8.0568e-24,1.1624e-26,9.1248e-16,2.4404e-15,2.8021e-13,0,0,0,0,0,0,4.0839e-19,1.908e-11,2.7175e-14,3.5541e-27,7.2197e-32,4.6201e-06,0.00014675,2.6207e-07,2.7473e-13,1.3919e-16,3.5497e-07,4.7477e-07,1.7759e-07,1.0826e-10,4.1442e-08,1.9698e-16,1.6482e-19,1.3954e-10,6.2176e-09,2.1295e-11,1.9856e-05,1.5432e-15,1.6677e-07,1.0645e-06,2.0167e-16,3.5049e-09,6.8074e-11,9.3929e-22,1.5169e-10,1.0034e-08,0,1.678e-17,1.1123e-17,7.5205e-13,8.2832e-13,0.0092544,7.8526e-13,6.2202e-08,7.0912e-15,0.007195,1.8288e-12,0.99937
0.0016105,6.6247e-32,2.8581e-32,7.6759e-33,3.0375e-20,9.7187e-09,2.8289e-14,3.0706e-26,1.0112e-30,6.921e-14,1.6575e-08,4.1911e-12,0.0051653,0.012962,0.00095708,1.3226e-06,9.9687e-05,3.0204e-20,4.1867e-24,6.0073e-27,5.8589e-16,1.6363e-15,2.3241e-13,0,0,0,0,0,0,3.2853e-19,2.3822e-11,2.7163e-14,2.3135e-27,2.5989e-32,4.9865e-06,0.0001638,3.634e-07,2.455e-13,1.0002e-16,3.2917e-07,5.4477e-07,1.5782e-07,6.8597e-11,3.2652e-08,1.5322e-16,1.0259e-19,1.0795e-10,4.9737e-09,2.1171e-11,1.3718e-05,3.6234e-16,9.207e-08,9.2332e-07,1.264e-16,3.4376e-09,5.323e-11,7.5145e-22,1.6119e-10,1.0035e-08,0,1.3048e-17,9.1991e-18,7.8059e-13,6.4438e-13,0.0090275,6.2479e-13,6.1829e-08,8.8497e-15,0.0089714,1.4696e-12,0.99933
0.0017716,1.8456e-32,7.6802e-33,2.2556e-33,1.3047e-20,6.2107e-09,1.4773e-14,1.0912e-26,2.0499e-31,3.8409e-14,1.6662e-08,3.4654e-12,0.005163,0.013578,0.0012131,9.5682e-07,8.7685e-05,2.0273e-20,2.3077e-24,3.2933e-27,3.9087e-16,1.1438e-15,1.9644e-13,0,0,0,0,0,0,2.7006e-19,2.9123e-11,2.7148e-14,1.5743e-27,1.0082e-32,5.3752e-06,0.00018307,4.9379e-07,1.134e-13,3.7991e-17,1.5835e-07,3.1729e-07,7.2499e-08,2.2806e-11,1.3196e-08,1.1608e-16,6.3536e-20,8.1327e-11,3.8849e-09,2.0116e-11,9.5677e-06,8.9073e-17,5.2529e-08,7.926e-07,8.2426e-17,3.3647e-09,4.2441e-11,6.1231e-22,1.7033e-10,1.0036e-08,0,1.0319e-17,7.7116e-18,8.0466e-13,5.109e-13,0.0087929,5.0616e-13,6.1283e-08,1.079e-14,0.010952,1.2066e-12,0.99928
0.0019487,4.8961e-33,1.9506e-33,6.3877e-34,5.4344e-21,3.8884e-09,7.5155e-15,3.7491e-27,3.8445e-32,2.0334e-14,1.6757e-08,2.8513e-12,0.00516,0.014369,0.0015584,6.7061e-07,7.5107e-05,1.3352e-20,1.2453e-24,1.7665e-27,2.561e-16,7.9275e-16,1.6544e-13,0,0,0,0,0,0,2.2095e-19,3.5815e-11,2.7129e-14,1.0624e-27,3.7143e-33,5.7562e-06,0.0002048,6.7462e-07,7.2605e-14,1.9913e-17,1.0663e-07,2.5959e-07,4.6145e-08,1.0185e-11,7.1988e-09,8.5903e-17,3.8236e-20,5.9832e-11,2.9845e-09,1.887e-11,6.4211e-06,1.8957e-17,2.8651e-08,6.5976e-07,5.2749e-17,3.282e-09,3.3403e-11,4.9408e-22,1.8035e-10,1.0037e-08,0,8.0481e-18,6.4006e-18,8.2743e-13,4.0015e-13,0.0085224,4.0619e-13,6.0533e-08,1.3214e-14,0.013444,9.8566e-13,0.99922
0.0021436,1.3887e-33,5.2775e-34,1.9468e-34,2.3673e-21,2.4815e-09,3.9454e-15,1.3668e-27,7.7206e-33,1.084e-14,1.6853e-08,2.3803e-12,0.0051564,0.01529,0.0019845,4.7041e-07,6.3497e-05,8.987e-21,6.9544e-25,9.7988e-28,1.7121e-16,5.6412e-16,1.4094e-13,0,0,0,0,0,0,1.8319e-19,4.3503e-11,2.7107e-14,7.3722e-28,1.4197e-33,6.1441e-06,0.0002292,9.0973e-07,4.756e-14,1.0823e-17,7.3802e-08,2.1523e-07,3.0023e-08,4.6517e-12,3.9624e-09,6.2786e-17,2.2989e-20,4.3436e-11,2.271e-09,1.7307e-11,4.296e-06,4.0105e-18,1.5769e-08,5.4124e-07,3.4551e-17,3.1959e-09,2.6578e-11,4.0209e-22,1.9025e-10,1.0039e-08,0,6.3145e-18,5.3443e-18,8.4631e-13,3.1645e-13,0.0082444,3.2835e-13,5.9494e-08,1.5922e-14,0.016295,8.1573e-13,0.99915
0.002358,4.2443e-34,0,0,1.0846e-21,1.6215e-09,2.1491e-15,5.3195e-28,1.6781e-33,5.8647e-15,1.6949e-08,2.0144e-12,0.0051522,0.016338,0.0025008,3.3107e-07,5.3127e-05,6.1826e-21,4.0245e-25,5.6327e-28,1.17e-16,4.1202e-16,1.2145e-13,0,0,0,0,0,0,1.5399e-19,5.2156e-11,2.7081e-14,5.264e-28,5.6617e-34,6.5424e-06,0.00025655,1.21e-06,3.1919e-14,6.1096e-18,5.2546e-08,1.8091e-07,2.0015e-08,2.1837e-12,2.2108e-09,4.557e-17,1.3901e-20,3.1315e-11,1.7205e-09,1.5588e-11,2.8762e-06,8.561e-19,8.7975e-09,4.3917e-07,2.3186e-17,3.1086e-09,2.1383e-11,3.291e-22,1.9974e-10,1.0041e-08,0,4.9801e-18,4.4919e-18,8.6093e-13,2.5308e-13,0.0079672,2.6698e-13,5.8076e-08,1.8825e-14,0.019489,6.8428e-13,0.99907
0.0025937,0,0,0,5.2252e-22,1.086e-09,1.2139e-15,2.2079e-28,3.9506e-34,3.2292e-15,1.7044e-08,1.7268e-12,0.0051474,0.017508,0.0031166,2.3402e-07,4.404e-05,4.343e-21,2.4106e-25,3.3523e-28,8.1659e-17,3.0834e-16,1.0576e-13,0,0,0,0,0,0,1.3115e-19,6.1753e-11,2.7051e-14,3.8624e-28,2.3563e-34,6.9561e-06,0.00028714,1.5881e-06,2.1928e-14,3.5792e-18,3.843e-08,1.5408e-07,1.3662e-08,1.0549e-12,1.2528e-09,3.2999e-17,8.4941e-21,2.2531e-11,1.3026e-09,1.3843e-11,1.9315e-06,1.8607e-19,4.985e-09,3.5317e-07,1.5928e-17,3.0226e-09,1.7399e-11,2.7006e-22,2.0857e-10,1.0043e-08,0,3.9404e-18,3.7997e-18,8.7124e-13,2.0478e-13,0.0076985,2.177e-13,5.6155e-08,2.1793e-14,0.023013,5.8148e-13,0.99898
0.0028531,0,0,0,2.636e-22,7.4372e-10,7.0935e-16,9.7155e-29,0,1.8092e-15,1.7134e-08,1.4981e-12,0.0051421,0.018794,0.003842,1.6618e-07,3.6241e-05,3.1119e-21,1.4906e-25,2.0598e-28,5.8137e-17,2.3577e-16,9.2913e-14,0,0,0,0,0,0,1.1304e-19,7.2279e-11,2.7017e-14,2.9052e-28,0,7.3901e-06,0.00032133,2.0589e-06,1.5415e-14,2.1716e-18,2.8805e-08,1.3281e-07,9.5431e-09,5.2374e-13,7.2079e-10,2.3947e-17,5.2596e-21,1.6247e-11,9.8895e-10,1.2181e-11,1.3021e-06,4.1279e-20,2.8678e-09,2.8217e-07,1.1196e-17,2.9401e-09,1.4319e-11,2.2118e-22,2.1642e-10,1.0045e-08,0,3.1146e-18,3.231e-18,8.768e-13,1.6759e-13,0.0074423,1.7717e-13,5.3575e-08,2.4633e-14,0.026857,4.9997e-13,0.99888
0.0031384,0,0,0,1.3873e-22,5.2077e-10,4.2828e-16,4.5186e-29,0,1.0322e-15,1.7221e-08,1.3137e-12,0.0051361,0.020193,0.0046864,1.1855e-07,2.9635e-05,2.2685e-21,9.4742e-26,1.3013e-28,4.2123e-17,1.8361e-16,8.2204e-14,0,0,0,0,0,0,9.8506e-20,8.3711e-11,2.6981e-14,2.2348e-28,0,7.8503e-06,0.00035948,2.6392e-06,1.1067e-14,1.3592e-18,2.2074e-08,1.1573e-07,6.8098e-09,2.6694e-13,4.2073e-10,1.7458e-17,3.3068e-21,1.1771e-11,7.5427e-10,1.065e-11,8.8192e-07,9.3601e-21,1.6738e-09,2.2429e-07,8.0371e-18,2.8618e-09,1.1911e-11,1.7939e-22,2.2279e-10,1.0048e-08,0,2.4414e-18,2.7565e-18,8.7642e-13,1.3868e-13,0.0071998,1.4283e-13,5.012e-08,2.7022e-14,0.031023,4.3454e-13,0.99876
0.0034523,0,0,0,7.5619e-23,3.7091e-10,2.6515e-16,2.191e-29,0,5.9507e-16,1.7302e-08,1.1613e-12,0.0051295,0.021697,0.0056674,8.4733e-08,2.405e-05,1.6734e-21,6.1561e-26,8.398e-29,3.089e-17,1.4478e-16,7.2989e-14,0,0,0,0,0,0,8.6547e-20,9.6171e-11,2.694e-14,1.7491e-28,0,8.3379e-06,0.00040204,3.3532e-06,8.079e-15,8.7409e-19,1.7207e-08,1.0168e-07,4.942e-09,1.3841e-13,2.4827e-10,1.2812e-17,2.109e-21,8.5868e-12,5.7906e-10,9.2931e-12,5.9864e-07,2.1361e-21,9.8755e-10,1.7719e-07,5.8664e-18,2.7885e-09,9.9892e-12,1.4243e-22,2.2719e-10,1.0051e-08,0,1.8766e-18,2.3495e-18,8.6893e-13,1.1573e-13,0.0069741,1.1274e-13,4.5527e-08,2.8592e-14,0.035505,3.8071e-13,0.99864
0.0037975,0,0,0,1.3144e-22,5.0573e-10,4.1046e-16,4.2317e-29,0,9.856e-16,1.7235e-08,1.2989e-12,0.0051356,0.020293,0.0047632,1.1498e-07,2.9097e-05,2.1453e-21,8.8548e-26,1.2146e-28,3.9789e-17,1.7436e-16,7.8957e-14,0,0,0,0,0,0,9.7295e-20,8.4809e-11,2.6976e-14,2.1829e-28,0,9.7633e-06,0.00044861,3.3335e-06,1.0763e-14,1.3064e-18,2.1555e-08,1.1431e-07,6.6151e-09,2.5166e-13,4.015e-10,9.318e-18,1.7416e-21,6.2766e-12,4.0353e-10,5.7668e-12,8.5253e-07,8.2405e-21,1.5973e-09,2.1997e-07,7.8163e-18,2.8599e-09,1.1736e-11,1.395e-22,2.1065e-10,1.0054e-08,0,1.8944e-18,2.5659e-18,8.2761e-13,1.3651e-13,0.0071894,1.1095e-13,3.9446e-08,2.158e-14,0.031408,4.2909e-13,0.99875
0.0041773,0,0,0,1.3136e-22,5.0582e-10,4.1036e-16,4.2279e-29,0,9.8652e-16,1.724e-08,1.2989e-12,0.0051356,0.020279,0.0047617,1.1496e-07,2.9096e-05,2.1014e-21,8.6724e-26,1.1894e-28,3.8967e-17,1.7063e-16,7.7284e-14,0,0,0,0,0,0,9.7267e-20,8.4843e-11,2.6976e-14,2.1819e-28,0,1.0909e-05,0.00050087,3.7231e-06,1.0768e-14,1.3069e-18,2.1544e-08,1.1428e-07,6.6168e-09,2.5155e-13,4.0178e-10,6.8276e-18,1.2757e-21,4.5978e-12,2.9538e-10,4.2228e-12,8.5304e-07,8.2481e-21,1.5984e-09,2.2014e-07,7.8199e-18,2.8629e-09,1.1744e-11,1.1785e-22,2.0194e-10,1.0058e-08,0,1.6014e-18,2.4609e-18,7.9402e-13,1.3658e-13,0.007195,9.3711e-14,3.3332e-08,1.8241e-14,0.031419,4.2896e-13,0.99875
0.004595,0,0,0,1.312e-22,5.0561e-10,4.1002e-16,4.2214e-29,0,9.87e-16,1.7246e-08,1.2988e-12,0.0051354,0.020264,0.0047599,1.149e-07,2.9093e-05,2.0217e-21,8.3403e-26,1.1436e-28,3.7479e-17,1.64e-16,7.4307e-14,0,0,0,0,0,0,9.7233e-20,8.4885e-11,2.6977e-14,2.1804e-28,0,1.2184e-05,0.00055896,4.1566e-06,1.0771e-14,1.3067e-18,2.1528e-08,1.1423e-07,6.6165e-09,2.5142e-13,4.0173e-10,5.0199e-18,9.3745e-22,3.3793e-12,2.1692e-10,3.1024e-12,8.5333e-07,8.2676e-21,1.5982e-09,2.2033e-07,7.822e-18,2.8666e-09,1.1753e-11,8.6337e-23,1.8682e-10,1.0063e-08,0,1.174e-18,2.2777e-18,7.3528e-13,1.3664e-13,0.0072014,6.8634e-14,2.4439e-08,1.3373e-14,0.031432,4.288e-13,0.99875
0.0050545,0,0,0,1.3122e-22,5.0612e-10,4.1024e-16,4.2203e-29,0,9.8898e-16,1.7252e-08,1.2987e-12,0.0051354,0.020248,0.0047578,1.1484e-07,2.909e-05,1.8696e-21,7.7094e-26,1.0567e-28,3.4645e-17,1.5148e-16,6.8659e-14,0,0,0,0,0,0,9.7192e-20,8.4925e-11,2.6977e-14,2.1787e-28,0,1.3603e-05,0.00062348,4.6383e-06,1.0775e-14,1.3067e-18,2.151e-08,1.1418e-07,6.6165e-09,2.5129e-13,4.0169e-10,3.7042e-18,6.9142e-22,2.4927e-12,1.5986e-10,2.2873e-12,8.5364e-07,8.2819e-21,1.598e-09,2.2053e-07,7.825e-18,2.8705e-09,1.1763e-11,4.6044e-23,1.5963e-10,1.0068e-08,0,6.2648e-19,1.9471e-18,6.289e-13,1.367e-13,0.0072084,3.6589e-14,1.3033e-08,7.1363e-15,0.031446,4.2861e-13,0.99875
0.0055599,0,0,0,1.3121e-22,5.0657e-10,4.1039e-16,4.2181e-29,0,9.9099e-16,1.7267e-08,1.2987e-12,0.0051356,0.02023,0.0047556,1.1479e-07,2.909e-05,0,0,0,3.2132e-33,1.4035e-32,6.3645e-30,0,0,0,0,0,0,9.7142e-20,8.4961e-11,2.6976e-14,2.1766e-28,0,1.5179e-05,0.00069508,5.1732e-06,1.0781e-14,1.3067e-18,2.1491e-08,1.1413e-07,6.6169e-09,2.5119e-13,4.0172e-10,2.7443e-18,5.1202e-22,1.8459e-12,1.1827e-10,1.693e-12,8.5409e-07,8.2991e-21,1.5981e-09,2.2074e-07,7.8289e-18,2.8748e-09,1.1774e-11,0,0,1.0074e-08,3.1556e-09,0,0,0,1.3677e-13,0.007216,0,0,0,0.031462,4.284e-13,0.99875
0.0061159,0,0,0,1.3109e-22,5.0668e-10,4.1025e-16,4.2125e-29,0,9.9244e-16,1.7269e-08,1.2987e-12,0.0051354,0.02021,0.0047531,1.1471e-07,2.9085e-05,0,0,0,1.6962e-33,7.4021e-33,3.3581e-30,0,0,0,0,0,0,9.7094e-20,8.5017e-11,2.6976e-14,2.1746e-28,0,1.6932e-05,0.00077446,5.7672e-06,1.0786e-14,1.3066e-18,2.1469e-08,1.1407e-07,6.6166e-09,2.5101e-13,4.0163e-10,2.0414e-18,3.8063e-22,1.3724e-12,8.7832e-11,1.2579e-12,8.5443e-07,8.3184e-21,1.5978e-09,2.21e-07,7.8326e-18,2.8797e-09,1.1787e-11,0,0,1.0081e-08,4.0617e-08,0,0,0,1.3685e-13,0.0072248,0,0,0,0.031479,4.2817e-13,0.99875
0.0067275,0,0,0,1.31e-22,5.0702e-10,4.1006e-16,4.2079e-29,0,9.9474e-16,1.7279e-08,1.2987e-12,0.0051353,0.020187,0.0047503,1.1463e-07,2.9081e-05,0,0,0,1.3965e-33,6.0875e-33,2.7632e-30,0,0,0,0,0,0,9.7039e-20,8.5071e-11,2.6976e-14,2.1722e-28,0,1.8877e-05,0.00086238,6.4257e-06,1.0792e-14,1.3067e-18,2.1445e-08,1.14e-07,6.6165e-09,2.5083e-13,4.0157e-10,1.5247e-18,2.841e-22,1.0244e-12,6.5481e-11,9.3837e-13,8.5487e-07,8.3395e-21,1.5975e-09,2.2127e-07,7.8372e-18,2.8852e-09,1.1801e-11,0,0,1.0089e-08,8.8468e-08,0,0,0,1.3694e-13,0.0072344,0,0,0,0.031498,4.2791e-13,0.99875
0.0074002,0,0,0,1.3094e-22,5.0738e-10,4.1025e-16,4.2029e-29,0,9.9673e-16,1.7291e-08,1.2987e-12,0.0051355,0.020163,0.0047473,1.1456e-07,2.9083e-05,0,0,0,1.2248e-33,5.332e-33,2.4217e-30,0,0,0,0,0,0,9.6971e-20,8.5123e-11,2.6975e-14,2.1694e-28,0,2.1034e-05,0.00095968,7.155e-06,1.0799e-14,1.3067e-18,2.1419e-08,1.1393e-07,6.6168e-09,2.5069e-13,4.0161e-10,1.1435e-18,2.1294e-22,7.678e-13,4.9014e-11,7.0282e-13,8.555e-07,8.3642e-21,1.5977e-09,2.2157e-07,7.8426e-18,2.8911e-09,1.1817e-11,0,0,1.0097e-08,1.4948e-07,0,0,0,1.3703e-13,0.0072447,0,0,0,0.031521,4.2763e-13,0.99874
0.0081403,0,0,0,1.3087e-22,5.079e-10,4.1034e-16,4.1982e-29,0,9.9923e-16,1.7304e-08,1.2988e-12,0.0051354,0.020135,0.0047438,1.1452e-07,2.9095e-05,0,0,0,1.1033e-33,4.7969e-33,2.18e-30,0,0,0,0,0,0,9.6905e-20,8.5192e-11,2.6975e-14,2.1666e-28,0,2.3425e-05,0.0010672,7.9616e-06,1.0808e-14,1.3068e-18,2.139e-08,1.1385e-07,6.6169e-09,2.5057e-13,4.0172e-10,8.6101e-19,1.602e-22,5.7766e-13,3.682e-11,5.2835e-13,8.5647e-07,8.3911e-21,1.5981e-09,2.2205e-07,7.8487e-18,2.8983e-09,1.1836e-11,0,0,1.0108e-08,2.2706e-07,0,0,0,1.3714e-13,0.0072565,0,0,0,0.031544,4.2732e-13,0.99874
0.0089543,0,0,0,1.3073e-22,5.0818e-10,4.1022e-16,4.1909e-29,0,1.0016e-15,1.7319e-08,1.2989e-12,0.0051353,0.020105,0.0047402,1.1433e-07,2.9067e-05,0,0,0,1.0082e-33,4.3769e-33,1.9906e-30,0,0,0,0,0,0,9.6827e-20,8.5268e-11,2.6975e-14,2.1634e-28,0,2.6077e-05,0.001186,8.8555e-06,1.0817e-14,1.3069e-18,2.1357e-08,1.1376e-07,6.6164e-09,2.5019e-13,4.014e-10,6.5037e-19,1.2091e-22,4.36e-13,2.7745e-11,3.9842e-13,8.5649e-07,8.419e-21,1.5969e-09,2.2225e-07,7.8553e-18,2.9059e-09,1.1856e-11,0,0,1.0119e-08,3.2553e-07,0,0,0,1.3725e-13,0.0072697,0,0,0,0.03157,4.2697e-13,0.99874
0.0098497,0,0,0,1.3066e-22,5.0883e-10,4.1035e-16,4.1854e-29,0,1.0061e-15,1.7336e-08,1.2992e-12,0.0051353,0.020072,0.0047359,1.143e-07,2.9085e-05,0,0,0,9.2976e-34,4.0297e-33,1.8341e-30,0,0,0,0,0,0,9.6745e-20,8.5346e-11,2.6975e-14,2.1599e-28,0,2.9004e-05,0.0013168,9.8397e-06,1.0829e-14,1.3072e-18,2.1323e-08,1.1366e-07,6.6168e-09,2.5009e-13,4.016e-10,4.941e-19,9.1766e-23,3.3086e-13,2.1016e-11,3.0207e-13,8.5774e-07,8.4547e-21,1.5976e-09,2.2282e-07,7.8638e-18,2.9155e-09,1.188e-11,0,0,1.0132e-08,4.5023e-07,0,0,0,1.3739e-13,0.0072839,0,0,0,0.031599,4.2659e-13,0.99874
0.010835,0,0,0,1.3058e-22,5.0953e-10,4.1049e-16,4.1794e-29,0,1.009e-15,1.7357e-08,1.2994e-12,0.0051352,0.020036,0.0047315,1.1412e-07,2.9066e-05,0,0,0,8.6247e-34,3.7314e-33,1.6998e-30,0,0,0,0,0,0,9.6652e-20,8.5437e-11,2.6975e-14,2.1561e-28,0,3.2246e-05,0.001461,1.0928e-05,1.0841e-14,1.3075e-18,2.1283e-08,1.1355e-07,6.6165e-09,2.4972e-13,4.0138e-10,3.7657e-19,6.9863e-23,2.5186e-13,1.5966e-11,2.297e-13,8.5817e-07,8.492e-21,1.5967e-09,2.2319e-07,7.8727e-18,2.9245e-09,1.1906e-11,0,0,1.0147e-08,6.0778e-07,0,0,0,1.3753e-13,0.0072998,0,0,0,0.031631,4.2617e-13,0.99873
