Time(d),Al(SO4)+,Al(SO4)2-,Al+3,AlO+,AlO2-,AlO2H@,AlOH+2,AlHSiO3+2,AlSiO5-3,Ca(CO3)@,Ca(HCO3)+,Ca(SO4)@,Ca+2,CaOH+,Ca(HSiO3)+,CaSiO3@,Fe(CO3)@,Fe(HCO3)+,Fe(HSO4)+,Fe(SO4)@,Fe+2,FeOH+,Fe(HSO4)+2,Fe(SO4)+,Fe(SO4)2-,Fe+3,Fe2(OH)2+4,Fe3(OH)4+5,FeO+,FeO2-,FeO2H@,FeOH+2,FeHSiO3+2,K(SO4)-,K+,KOH@,Mg(CO3)@,Mg(HCO3)+,Mg+2,MgOH+,MgSO4@,Mg(HSiO3)+,MgSiO3@,Na(CO3)-,Na(HCO3)@,Na(SO4)-,Na+,NaOH@,HSiO3-,Si4O10-4,SiO2@,SiO3-2,CO2@,CO3-2,HCO3-,CH4@,H2@,N2@,O2@,S2O3-2,HSO3-,SO3-2,HSO4-,SO4-2,H2S@,HS-,S-2,OH-,H+,H2O@
4.8315,0,0,0,1.0378e-22,6.7391e-10,4.1142e-16,2.7517e-29,0,2.628e-15,2.5305e-08,1.501e-12,0.0051132,0.012969,0.0037298,8.9087e-08,2.8637e-05,0,0,0,0,3.7176e-34,2.0671e-31,0,0,0,0,0,0,7.6191e-20,1.1208e-10,2.6815e-14,1.408e-28,0,0.0014245,0.038787,0.00036554,1.5805e-14,1.5103e-18,1.3696e-08,8.9514e-08,6.5881e-09,1.9494e-13,3.9545e-10,9.8935e-22,1.391e-25,4.5194e-16,1.7186e-14,3.121e-16,1.1139e-06,3.2102e-20,1.5719e-09,3.9968e-07,1.1468e-17,7.6346e-09,2.2783e-11,0,0,1.6482e-08,0.0010652,0,0,0,1.8041e-13,0.013026,0,0,0,0.040975,3.3236e-13,0.99789
5.3147,0,0,0,1.0352e-22,6.7609e-10,4.1143e-16,2.7398e-29,0,2.6529e-15,2.5437e-08,1.5051e-12,0.0051129,0.012909,0.0037201,8.8847e-08,2.8632e-05,0,0,0,0,3.6707e-34,2.0451e-31,0,0,0,0,0,0,7.5991e-20,1.1243e-10,2.6813e-14,1.4017e-28,0,0.0014493,0.039238,0.00037072,1.5888e-14,1.5144e-18,1.3631e-08,8.9279e-08,6.5876e-09,1.9442e-13,3.9538e-10,9.8005e-22,1.3735e-25,4.4533e-16,1.6837e-14,3.0654e-16,1.1173e-06,3.2506e-20,1.5716e-09,4.0246e-07,1.1528e-17,7.7274e-09,2.2974e-11,0,0,1.6595e-08,0.0011,0,0,0,1.8097e-13,0.013115,0,0,0,0.041095,3.3143e-13,0.99788
5.8461,0,0,0,1.0328e-22,6.7823e-10,4.1145e-16,2.7287e-29,0,2.6892e-15,2.5566e-08,1.5091e-12,0.0051124,0.012852,0.0037108,8.8618e-08,2.8628e-05,0,0,0,0,3.6263e-34,2.0243e-31,0,0,0,0,0,0,7.5801e-20,1.1276e-10,2.681e-14,1.3958e-28,0,0.0014735,0.039673,0.00037574,1.5969e-14,1.5184e-18,1.3571e-08,8.9056e-08,6.587e-09,1.9392e-13,3.9532e-10,9.7141e-22,1.3572e-25,4.3913e-16,1.6512e-14,3.0134e-16,1.1205e-06,3.3167e-20,1.5714e-09,4.0518e-07,1.1587e-17,7.8184e-09,2.316e-11,0,0,1.6704e-08,0.0011345,0,0,0,1.8152e-13,0.013201,0,0,0,0.04121,3.3054e-13,0.99786
6.4308,0,0,0,1.0304e-22,6.8022e-10,4.1145e-16,2.7175e-29,0,2.7176e-15,2.5692e-08,1.5129e-12,0.0051121,0.012797,0.0037018,8.8397e-08,2.8623e-05,0,0,0,0,3.584e-34,2.0044e-31,0,0,0,0,0,0,7.5617e-20,1.1309e-10,2.6808e-14,1.39e-28,0,0.0014968,0.04009,0.00038057,1.6047e-14,1.5222e-18,1.3511e-08,8.884e-08,6.5866e-09,1.9343e-13,3.9526e-10,9.6328e-22,1.3418e-25,4.3331e-16,1.6206e-14,2.9646e-16,1.1236e-06,3.3668e-20,1.5711e-09,4.0773e-07,1.1643e-17,7.9059e-09,2.3341e-11,0,0,1.6811e-08,0.0011685,0,0,0,1.8204e-13,0.013284,0,0,0,0.041321,3.297e-13,0.99785
7,0,0,0,1.0284e-22,6.8167e-10,4.1145e-16,2.7085e-29,0,2.7405e-15,2.58e-08,1.5163e-12,0.0051118,0.012752,0.0036943,8.8214e-08,2.862e-05,0,0,0,0,0,1.9867e-31,0,0,0,0,0,0,7.5466e-20,1.1336e-10,2.6806e-14,1.3852e-28,0,0.0015165,0.040439,0.00038461,1.6114e-14,1.5257e-18,1.3463e-08,8.8663e-08,6.5863e-09,1.9303e-13,3.9521e-10,9.5656e-22,1.3292e-25,4.2846e-16,1.5954e-14,2.9242e-16,1.1263e-06,3.4099e-20,1.5709e-09,4.0991e-07,1.1692e-17,7.9812e-09,2.3495e-11,0,0,1.6903e-08,0.0012011,0,0,0,1.8247e-13,0.013353,0,0,0,0.041413,3.2899e-13,0.99784
7.7,0,0,0,1.0261e-22,6.838e-10,4.1144e-16,2.6982e-29,0,2.7698e-15,2.5918e-08,1.5199e-12,0.0051114,0.012702,0.003686,8.8008e-08,2.8615e-05,0,0,0,0,0,1.9699e-31,0,0,0,0,0,0,7.5295e-20,1.1366e-10,2.6803e-14,1.3799e-28,0,0.0015389,0.040834,0.00038921,1.6188e-14,1.5293e-18,1.3408e-08,8.8461e-08,6.5857e-09,1.9258e-13,3.9515e-10,9.4946e-22,1.3156e-25,4.233e-16,1.5684e-14,2.881e-16,1.1292e-06,3.4593e-20,1.5706e-09,4.1238e-07,1.1746e-17,8.0656e-09,2.3667e-11,0,0,1.7004e-08,0.0012311,0,0,0,1.8297e-13,0.013432,0,0,0,0.041518,3.282e-13,0.99783
8.47,0,0,0,1.0241e-22,6.8564e-10,4.1147e-16,2.6889e-29,0,2.7965e-15,2.6033e-08,1.5236e-12,0.0051111,0.012655,0.0036781,8.7816e-08,2.8611e-05,0,0,0,0,0,1.9529e-31,0,0,0,0,0,0,7.5135e-20,1.1395e-10,2.6801e-14,1.3749e-28,0,0.0015602,0.041206,0.00039355,1.626e-14,1.533e-18,1.3357e-08,8.8273e-08,6.5854e-09,1.9216e-13,3.9509e-10,9.4281e-22,1.303e-25,4.1846e-16,1.5432e-14,2.8405e-16,1.132e-06,3.5067e-20,1.5704e-09,4.1473e-07,1.1798e-17,8.147e-09,2.3833e-11,0,0,1.7103e-08,0.0012636,0,0,0,1.8343e-13,0.013507,0,0,0,0.041617,3.2746e-13,0.99782
9.317,0,0,0,1.0221e-22,6.8736e-10,4.1147e-16,2.6798e-29,0,2.822e-15,2.6126e-08,1.5325e-12,0.0051108,0.012609,0.0036706,8.7631e-08,2.8607e-05,0,0,0,0,0,1.9394e-31,0,0,0,0,0,0,7.4982e-20,1.1423e-10,2.6799e-14,1.3702e-28,0,0.0015808,0.041563,0.00039774,1.6388e-14,1.542e-18,1.3308e-08,8.8093e-08,6.585e-09,1.9176e-13,3.9504e-10,9.3993e-22,1.2958e-25,4.139e-16,1.5195e-14,2.8024e-16,1.1347e-06,3.5524e-20,1.5702e-09,4.1698e-07,1.189e-17,8.2441e-09,2.4079e-11,0,0,1.7052e-08,0.00129,0,0,0,1.8388e-13,0.013579,0,0,0,0.041712,3.2674e-13,0.99782
10.249,0,0,0,1.0202e-22,6.8905e-10,4.1148e-16,2.6713e-29,0,2.8468e-15,2.6252e-08,1.5305e-12,0.0051105,0.012566,0.0036635,8.7455e-08,2.8604e-05,0,0,0,0,0,1.9552e-31,0,0,0,0,0,0,7.4836e-20,1.145e-10,2.6797e-14,1.3656e-28,0,0.0016007,0.041906,0.00040177,1.6397e-14,1.54e-18,1.3262e-08,8.7922e-08,6.5846e-09,1.9137e-13,3.9499e-10,9.3078e-22,1.2801e-25,4.0962e-16,1.4973e-14,2.7667e-16,1.1372e-06,3.5968e-20,1.5699e-09,4.1915e-07,1.1897e-17,8.3023e-09,2.415e-11,0,0,1.5094e-08,0.0012376,0,0,0,1.8431e-13,0.013648,0,0,0,0.041803,3.2607e-13,0.99781
11.274,0,0,0,1.0184e-22,6.9063e-10,4.1148e-16,2.663e-29,0,2.8707e-15,2.6357e-08,1.5338e-12,0.0051102,0.012525,0.0036566,8.7287e-08,2.86e-05,0,0,0,0,0,1.9515e-31,0,0,0,0,0,0,7.4696e-20,1.1475e-10,2.6795e-14,1.3613e-28,0,0.0016198,0.042234,0.00040563,1.6462e-14,1.5433e-18,1.3218e-08,8.7758e-08,6.5842e-09,1.91e-13,3.9494e-10,9.2534e-22,1.2697e-25,4.0559e-16,1.4765e-14,2.7332e-16,1.1397e-06,3.64e-20,1.5697e-09,4.2124e-07,1.1944e-17,8.3763e-09,2.43e-11,0,0,1.4535e-08,0.0012375,0,0,0,1.8472e-13,0.013715,0,0,0,0.04189,3.2542e-13,0.9978
12.401,0,0,0,1.0167e-22,6.9215e-10,4.1148e-16,2.6552e-29,0,2.8937e-15,2.6457e-08,1.537e-12,0.0051099,0.012486,0.0036501,8.7127e-08,2.8597e-05,0,0,0,0,0,1.947e-31,0,0,0,0,0,0,7.4563e-20,1.15e-10,2.6793e-14,1.3572e-28,0,0.0016382,0.042548,0.00040934,1.6525e-14,1.5465e-18,1.3176e-08,8.7602e-08,6.5838e-09,1.9065e-13,3.9489e-10,9.2025e-22,1.2599e-25,4.018e-16,1.457e-14,2.7017e-16,1.1421e-06,3.6816e-20,1.5695e-09,4.2324e-07,1.199e-17,8.4479e-09,2.4445e-11,0,0,1.4085e-08,0.0012399,0,0,0,1.8511e-13,0.013778,0,0,0,0.041973,3.248e-13,0.99779
14,0,0,0,1.0144e-22,6.941e-10,4.1148e-16,2.6452e-29,0,2.9234e-15,2.6581e-08,1.5409e-12,0.0051094,0.012437,0.0036418,8.6923e-08,2.8592e-05,0,0,0,0,0,1.9437e-31,0,0,0,0,0,0,7.4393e-20,1.1531e-10,2.679e-14,1.352e-28,0,0.001662,0.04295,0.00041411,1.6602e-14,1.5504e-18,1.3122e-08,8.7402e-08,6.5832e-09,1.9021e-13,3.9483e-10,9.1418e-22,1.2481e-25,3.9725e-16,1.4333e-14,2.6636e-16,1.1451e-06,3.7357e-20,1.5693e-09,4.2582e-07,1.2046e-17,8.5386e-09,2.4627e-11,0,0,1.3559e-08,0.001237,0,0,0,1.8561e-13,0.013861,0,0,0,0.04208,3.2401e-13,0.99778
15.4,0,0,0,1.013e-22,6.954e-10,4.1149e-16,2.6388e-29,0,2.9432e-15,2.6675e-08,1.5441e-12,0.0051093,0.012404,0.0036364,8.6789e-08,2.8589e-05,0,0,0,0,0,1.9407e-31,0,0,0,0,0,0,7.4282e-20,1.1552e-10,2.6789e-14,1.3486e-28,0,0.0016778,0.043216,0.00041727,1.6661e-14,1.5536e-18,1.3088e-08,8.7272e-08,6.5831e-09,1.8991e-13,3.9479e-10,9.0979e-22,1.2398e-25,3.9395e-16,1.4167e-14,2.6365e-16,1.1471e-06,3.7719e-20,1.5691e-09,4.2753e-07,1.2088e-17,8.6026e-09,2.4758e-11,0,0,1.3054e-08,0.0012372,0,0,0,1.8595e-13,0.013915,0,0,0,0.042151,3.2349e-13,0.99777
16.94,0,0,0,1.0116e-22,6.967e-10,4.1149e-16,2.6322e-29,0,2.9634e-15,2.6763e-08,1.5469e-12,0.005109,0.012371,0.0036309,8.6654e-08,2.8587e-05,0,0,0,0,0,1.9373e-31,0,0,0,0,0,0,7.417e-20,1.1573e-10,2.6787e-14,1.3452e-28,0,0.0016938,0.043485,0.00042047,1.6716e-14,1.5565e-18,1.3052e-08,8.714e-08,6.5827e-09,1.8962e-13,3.9475e-10,9.0573e-22,1.2319e-25,3.9087e-16,1.4009e-14,2.611e-16,1.1491e-06,3.8087e-20,1.5689e-09,4.2926e-07,1.2128e-17,8.6657e-09,2.4885e-11,0,0,1.2712e-08,0.0012381,0,0,0,1.8629e-13,0.01397,0,0,0,0.042222,3.2297e-13,0.99777
18.634,0,0,0,1.0102e-22,6.9795e-10,4.1149e-16,2.626e-29,0,2.9826e-15,2.6848e-08,1.5497e-12,0.0051087,0.01234,0.0036257,8.6525e-08,2.8584e-05,0,0,0,0,0,1.935e-31,0,0,0,0,0,0,7.4063e-20,1.1593e-10,2.6785e-14,1.3419e-28,0,0.0017092,0.04374,0.00042352,1.6769e-14,1.5592e-18,1.3019e-08,8.7014e-08,6.5823e-09,1.8934e-13,3.9471e-10,9.0193e-22,1.2246e-25,3.8798e-16,1.3862e-14,2.5871e-16,1.151e-06,3.844e-20,1.5688e-09,4.3091e-07,1.2166e-17,8.7263e-09,2.5008e-11,0,0,1.2364e-08,0.001237,0,0,0,1.8661e-13,0.014023,0,0,0,0.04229,3.2248e-13,0.99776
20.497,0,0,0,1.0088e-22,6.9912e-10,4.1149e-16,2.6201e-29,0,3.001e-15,2.6929e-08,1.5523e-12,0.0051085,0.012311,0.0036207,8.6404e-08,2.8581e-05,0,0,0,0,0,1.9323e-31,0,0,0,0,0,0,7.3963e-20,1.1611e-10,2.6784e-14,1.3388e-28,0,0.0017238,0.043983,0.00042642,1.682e-14,1.5619e-18,1.2987e-08,8.6896e-08,6.582e-09,1.8907e-13,3.9468e-10,8.9839e-22,1.2177e-25,3.8528e-16,1.3724e-14,2.5648e-16,1.1528e-06,3.8778e-20,1.5686e-09,4.3249e-07,1.2203e-17,8.7843e-09,2.5124e-11,0,0,1.2065e-08,0.001237,0,0,0,1.8691e-13,0.014073,0,0,0,0.042354,3.2201e-13,0.99776
22.547,0,0,0,1.0076e-22,7.0023e-10,4.1149e-16,2.6145e-29,0,3.0184e-15,2.7007e-08,1.5549e-12,0.0051083,0.012283,0.0036161,8.6289e-08,2.8579e-05,0,0,0,0,0,1.9297e-31,0,0,0,0,0,0,7.3867e-20,1.1629e-10,2.6783e-14,1.3359e-28,0,0.0017378,0.044214,0.00042919,1.6868e-14,1.5645e-18,1.2957e-08,8.6784e-08,6.5817e-09,1.8882e-13,3.9464e-10,8.9508e-22,1.2113e-25,3.8274e-16,1.3595e-14,2.5438e-16,1.1546e-06,3.9102e-20,1.5685e-09,4.3398e-07,1.2238e-17,8.8397e-09,2.5236e-11,0,0,1.1797e-08,0.0012373,0,0,0,1.872e-13,0.014121,0,0,0,0.042415,3.2156e-13,0.99775
24.802,0,0,0,1.0064e-22,7.0132e-10,4.115e-16,2.6093e-29,0,3.0353e-15,2.7081e-08,1.5573e-12,0.0051081,0.012257,0.0036117,8.618e-08,2.8576e-05,0,0,0,0,0,1.9277e-31,0,0,0,0,0,0,7.3777e-20,1.1646e-10,2.6781e-14,1.3332e-28,0,0.0017511,0.044432,0.00043181,1.6914e-14,1.5669e-18,1.2929e-08,8.6678e-08,6.5815e-09,1.8858e-13,3.9461e-10,8.92e-22,1.2053e-25,3.8036e-16,1.3474e-14,2.5241e-16,1.1562e-06,3.9413e-20,1.5683e-09,4.3541e-07,1.2272e-17,8.8928e-09,2.5343e-11,0,0,1.1532e-08,0.0012363,0,0,0,1.8747e-13,0.014166,0,0,0,0.042473,3.2114e-13,0.99774
28,0,0,0,1.0421e-22,7.3603e-10,4.2921e-16,2.6791e-29,0,3.2137e-15,2.7121e-08,1.5482e-12,0.0049684,0.012071,0.003586,8.556e-08,2.8579e-05,0,0,0,0,0,1.9137e-31,0,0,0,0,0,0,7.3252e-20,1.1721e-10,2.6786e-14,1.3126e-28,0,0.001734,0.044644,0.00043704,1.694e-14,1.5578e-18,1.2734e-08,8.6061e-08,6.4008e-09,1.8722e-13,3.9464e-10,8.9043e-22,1.1958e-25,3.6873e-16,1.3253e-14,2.5009e-16,1.1635e-06,4.0117e-20,1.5685e-09,4.4036e-07,1.229e-17,9.0101e-09,2.554e-11,0,0,1.1307e-08,0.0012371,0,0,0,1.8346e-13,0.013941,0,0,0,0.042753,3.1894e-13,0.99775
30,0,0,0,1.7713e-22,1.4302e-09,7.8794e-16,4.1323e-29,0,6.5828e-15,2.6488e-08,1.4001e-12,0.0033272,0.010217,0.0033298,7.9407e-08,2.8645e-05,0,0,0,0,0,1.7771e-31,0,0,0,0,0,0,6.8018e-20,1.2442e-10,2.6864e-14,1.106e-28,0,0.0013,0.043816,0.00046351,1.6544e-14,1.4088e-18,1.0808e-08,7.9913e-08,4.2869e-09,1.7376e-13,3.9556e-10,9.1585e-22,1.162e-25,2.6007e-16,1.2249e-14,2.4953e-16,1.2345e-06,4.466e-20,1.5722e-09,4.8469e-07,1.2004e-17,9.7313e-09,2.6453e-11,0,0,1.1101e-08,0.0012407,0,0,0,1.3007e-13,0.010319,0,0,0,0.045639,2.9755e-13,0.99785
32,0,0,0,3.5463e-22,3.2776e-09,1.7048e-15,7.5053e-29,0,1.5937e-14,2.5803e-08,1.2622e-12,0.0019964,0.0086356,0.0030894,7.3637e-08,2.8705e-05,0,0,0,0,0,1.6489e-31,0,0,0,0,0,0,6.3108e-20,1.3214e-10,2.6935e-14,9.3087e-29,0,0.00087344,0.042954,0.00049124,1.6116e-14,1.27e-18,9.1592e-09,7.4143e-08,2.5723e-09,1.6113e-13,3.9638e-10,9.4064e-22,1.1267e-25,1.6453e-16,1.1316e-14,2.4902e-16,1.3106e-06,4.9873e-20,1.5756e-09,5.3428e-07,1.1694e-17,1.0498e-08,2.7344e-11,0,0,1.1013e-08,0.0012439,0,0,0,8.2683e-14,0.0068541,0,0,0,0.048731,2.7732e-13,0.99793
34,0,0,0,1.0372e-21,1.0973e-08,5.389e-15,1.9939e-28,0,5.6391e-14,2.508e-08,1.1357e-12,0.00093018,0.0073031,0.0028667,6.8297e-08,2.8758e-05,0,0,0,0,0,1.5301e-31,0,0,0,0,0,0,5.856e-20,1.4028e-10,2.6999e-14,7.8404e-29,0,0.00045495,0.042054,0.00051975,1.5665e-14,1.1427e-18,7.7654e-09,6.88e-08,1.1981e-09,1.4945e-13,3.9712e-10,9.642e-22,1.0905e-25,8.0841e-17,1.0459e-14,2.4854e-16,1.3908e-06,5.5838e-20,1.5786e-09,5.8876e-07,1.1367e-17,1.1295e-08,2.8197e-11,0,0,1.0938e-08,0.0012469,0,0,0,4.0803e-14,0.0035338,0,0,0,0.052002,2.5845e-13,0.99801
36,0,0,0,1.0156e-20,1.2033e-07,5.6296e-14,1.7978e-27,1.0203e-33,6.4794e-13,2.4446e-08,1.0372e-12,0.00019516,0.0063377,0.0026908,6.408e-08,2.8799e-05,0,0,0,0,0,1.4362e-31,0,0,0,0,0,0,5.4966e-20,1.4753e-10,2.7049e-14,6.7813e-29,0,0.00010481,0.041278,0.00054469,1.5269e-14,1.0436e-18,6.7526e-09,6.4577e-08,2.5147e-10,1.4022e-13,3.9768e-10,9.8271e-22,1.0588e-25,1.7736e-17,9.7818e-15,2.4802e-16,1.4621e-06,6.1384e-20,1.5809e-09,6.3902e-07,1.108e-17,1.1995e-08,2.8891e-11,0,0,1.0866e-08,0.0012491,0,0,0,8.9881e-15,0.00080766,0,0,0,0.054921,2.4345e-13,0.99806
38,0,0,0,1.0146e-20,1.204e-07,5.6278e-14,1.7947e-27,1.0185e-33,6.496e-13,2.4461e-08,1.037e-12,0.00019519,0.0063284,0.0026887,6.403e-08,2.8798e-05,0,0,0,0,0,1.4352e-31,0,0,0,0,0,0,5.4923e-20,1.4766e-10,2.7049e-14,6.7715e-29,0,0.00010518,0.041348,0.00054603,1.5278e-14,1.0435e-18,6.7427e-09,6.4528e-08,2.515e-10,1.4011e-13,3.9768e-10,9.8082e-22,1.0558e-25,1.7694e-17,9.741e-15,2.4718e-16,1.4633e-06,6.1624e-20,1.5809e-09,6.4015e-07,1.1087e-17,1.2024e-08,2.8933e-11,0,0,1.0773e-08,0.0012488,0,0,0,8.9972e-15,0.0008091,0,0,0,0.054967,2.4326e-13,0.99805
40,0,0,0,1.0142e-20,1.2055e-07,5.6299e-14,1.7928e-27,1.0174e-33,6.5172e-13,2.4475e-08,1.0369e-12,0.00019518,0.0063195,0.0026867,6.3981e-08,2.8798e-05,0,0,0,0,0,1.434e-31,0,0,0,0,0,0,5.4882e-20,1.4778e-10,2.7049e-14,6.7621e-29,0,0.00010552,0.041416,0.00054733,1.5287e-14,1.0433e-18,6.7331e-09,6.4479e-08,2.5148e-10,1.4e-13,3.9767e-10,9.7903e-22,1.053e-25,1.765e-17,9.7022e-15,2.4638e-16,1.4645e-06,6.1868e-20,1.5809e-09,6.413e-07,1.1093e-17,1.2052e-08,2.8974e-11,0,0,1.0697e-08,0.0012492,0,0,0,9.004e-15,0.00081055,0,0,0,0.055012,2.4307e-13,0.99805
42,0,0,0,1.013e-20,1.2059e-07,5.6274e-14,1.7899e-27,1.0157e-33,6.5327e-13,2.4488e-08,1.0367e-12,0.00019518,0.006311,0.0026848,6.3934e-08,2.8797e-05,0,0,0,0,0,1.433e-31,0,0,0,0,0,0,5.4843e-20,1.479e-10,2.7049e-14,6.7532e-29,0,0.00010584,0.04148,0.00054856,1.5295e-14,1.0431e-18,6.724e-09,6.4433e-08,2.5145e-10,1.399e-13,3.9766e-10,9.7735e-22,1.0503e-25,1.7609e-17,9.6656e-15,2.4562e-16,1.4657e-06,6.2101e-20,1.5808e-09,6.4238e-07,1.1099e-17,1.2078e-08,2.9012e-11,0,0,1.0621e-08,0.0012492,0,0,0,9.0104e-15,0.00081191,0,0,0,0.055054,2.4289e-13,0.99805
44,0,0,0,1.0127e-20,1.2073e-07,5.6294e-14,1.7881e-27,1.0147e-33,6.5515e-13,2.4501e-08,1.0365e-12,0.00019519,0.0063031,0.0026829,6.3889e-08,2.8796e-05,0,0,0,0,0,1.432e-31,0,0,0,0,0,0,5.4806e-20,1.4801e-10,2.7048e-14,6.7448e-29,0,0.00010615,0.041541,0.00054973,1.5303e-14,1.0429e-18,6.7154e-09,6.4389e-08,2.5149e-10,1.398e-13,3.9764e-10,9.7575e-22,1.0478e-25,1.7573e-17,9.6309e-15,2.449e-16,1.4667e-06,6.2244e-20,1.5808e-09,6.4342e-07,1.1105e-17,1.2104e-08,2.9049e-11,0,0,1.055e-08,0.0012492,0,0,0,9.0185e-15,0.00081321,0,0,0,0.055094,2.4272e-13,0.99805
46,0,0,0,1.0121e-20,1.2082e-07,5.6295e-14,1.786e-27,1.0135e-33,6.5675e-13,2.4513e-08,1.0364e-12,0.00019519,0.0062954,0.0026812,6.3847e-08,2.8795e-05,0,0,0,0,0,1.4311e-31,0,0,0,0,0,0,5.477e-20,1.4812e-10,2.7048e-14,6.7367e-29,0,0.00010645,0.041599,0.00055086,1.531e-14,1.0428e-18,6.7071e-09,6.4347e-08,2.5149e-10,1.3971e-13,3.9763e-10,9.7423e-22,1.0454e-25,1.7537e-17,9.5979e-15,2.4422e-16,1.4678e-06,6.2537e-20,1.5807e-09,6.444e-07,1.111e-17,1.2128e-08,2.9084e-11,0,0,1.0482e-08,0.0012492,0,0,0,9.0249e-15,0.00081445,0,0,0,0.055133,2.4256e-13,0.99805
48,0,0,0,1.0114e-20,1.209e-07,5.6293e-14,1.784e-27,1.0123e-33,6.5828e-13,2.4524e-08,1.0362e-12,0.00019519,0.0062881,0.0026795,6.3807e-08,2.8795e-05,0,0,0,0,0,1.4303e-31,0,0,0,0,0,0,5.4736e-20,1.4822e-10,2.7048e-14,6.7291e-29,0,0.00010673,0.041654,0.00055192,1.5318e-14,1.0426e-18,6.6994e-09,6.4308e-08,2.515e-10,1.3962e-13,3.9763e-10,9.7279e-22,1.0431e-25,1.7504e-17,9.5667e-15,2.4357e-16,1.4688e-06,6.2742e-20,1.5807e-09,6.4534e-07,1.1116e-17,1.2152e-08,2.9118e-11,0,0,1.0414e-08,0.0012488,0,0,0,9.0314e-15,0.00081562,0,0,0,0.055169,2.4241e-13,0.99804
50,0,0,0,1.0108e-20,1.2098e-07,5.6293e-14,1.782e-27,1.0112e-33,6.5975e-13,2.4535e-08,1.0361e-12,0.00019519,0.0062812,0.002678,6.3768e-08,2.8794e-05,0,0,0,0,0,1.4287e-31,0,0,0,0,0,0,5.4704e-20,1.4832e-10,2.7048e-14,6.7217e-29,0,0.000107,0.041707,0.00055295,1.5324e-14,1.0425e-18,6.6919e-09,6.427e-08,2.5149e-10,1.3954e-13,3.9762e-10,9.7142e-22,1.041e-25,1.7471e-17,9.5369e-15,2.4296e-16,1.4697e-06,6.2937e-20,1.5807e-09,6.4624e-07,1.1121e-17,1.2174e-08,2.915e-11,0,0,1.0385e-08,0.001251,0,0,0,9.0374e-15,0.00081676,0,0,0,0.055204,2.4226e-13,0.99804
52,0,0,0,1.0103e-20,1.2105e-07,5.6293e-14,1.7802e-27,1.0101e-33,6.6116e-13,2.4546e-08,1.0359e-12,0.00019519,0.0062745,0.0026764,6.3731e-08,2.8794e-05,0,0,0,0,0,1.4285e-31,0,0,0,0,0,0,5.4673e-20,1.4841e-10,2.7047e-14,6.7147e-29,0,0.00010726,0.041758,0.00055393,1.5331e-14,1.0423e-18,6.6848e-09,6.4234e-08,2.515e-10,1.3946e-13,3.9761e-10,9.7011e-22,1.0389e-25,1.744e-17,9.5085e-15,2.4237e-16,1.4706e-06,6.3125e-20,1.5806e-09,6.471e-07,1.1125e-17,1.2196e-08,2.9181e-11,0,0,1.0302e-08,0.0012491,0,0,0,9.0432e-15,0.00081785,0,0,0,0.055238,2.4212e-13,0.99804
54,0,0,0,1.0097e-20,1.2113e-07,5.6293e-14,1.7784e-27,1.0091e-33,6.6252e-13,2.4556e-08,1.0358e-12,0.00019519,0.0062681,0.002675,6.3696e-08,2.8793e-05,0,0,0,0,0,1.4277e-31,0,0,0,0,0,0,5.4643e-20,1.485e-10,2.7047e-14,6.7079e-29,0,0.00010751,0.041807,0.00055488,1.5337e-14,1.0422e-18,6.6779e-09,6.4198e-08,2.5149e-10,1.3938e-13,3.976e-10,9.6885e-22,1.0369e-25,1.741e-17,9.4812e-15,2.418e-16,1.4715e-06,6.3304e-20,1.5806e-09,6.4793e-07,1.113e-17,1.2216e-08,2.9211e-11,0,0,1.0247e-08,0.0012491,0,0,0,9.0486e-15,0.0008189,0,0,0,0.05527,2.4198e-13,0.99804
56,0,0,0,1.0092e-20,1.212e-07,5.6293e-14,1.7767e-27,1.0081e-33,6.6383e-13,2.4566e-08,1.0357e-12,0.00019519,0.006262,0.0026736,6.3662e-08,2.8792e-05,0,0,0,0,0,1.427e-31,0,0,0,0,0,0,5.4615e-20,1.4859e-10,2.7047e-14,6.7015e-29,0,0.00010775,0.041854,0.00055578,1.5343e-14,1.0421e-18,6.6713e-09,6.4165e-08,2.5149e-10,1.3931e-13,3.976e-10,9.6765e-22,1.035e-25,1.7382e-17,9.4553e-15,2.4126e-16,1.4723e-06,6.3478e-20,1.5806e-09,6.4873e-07,1.1134e-17,1.2236e-08,2.9239e-11,0,0,1.0196e-08,0.0012491,0,0,0,9.054e-15,0.00081991,0,0,0,0.055301,2.4185e-13,0.99804
